Občina,OŠ ali manj,srednje poklicno izobraževanje,"strokovno, splošno izobraževanje","izobraževanje prve, druge, tretje stopnje",Skupaj,month,year
BOVEC,25.0,28.0,25.0,24.0,102.0,FEB,2021
BRASLOVČE,50.0,45.0,58.0,32.0,185.0,FEB,2021
BRDA,32.0,29.0,36.0,40.0,137.0,FEB,2021
BREZOVICA,82.0,116.0,138.0,91.0,427.0,FEB,2021
BREŽICE,335.0,406.0,308.0,174.0,1223.0,FEB,2021
CANKOVA,50.0,29.0,33.0,8.0,120.0,FEB,2021
CELJE,744.0,650.0,715.0,480.0,2589.0,FEB,2021
CERKLJE NA GORENJSKEM,58.0,47.0,72.0,45.0,222.0,FEB,2021
CERKNICA,77.0,97.0,92.0,70.0,336.0,FEB,2021
CERKNO,15.0,21.0,23.0,20.0,79.0,FEB,2021
CERKVENJAK,21.0,19.0,17.0,4.0,61.0,FEB,2021
CIRKULANE,36.0,45.0,23.0,13.0,117.0,FEB,2021
ČRENŠOVCI,128.0,76.0,36.0,18.0,258.0,FEB,2021
ČRNA NA KOROŠKEM,20.0,36.0,16.0,7.0,79.0,FEB,2021
ČRNOMELJ,380.0,204.0,139.0,57.0,780.0,FEB,2021
DESTRNIK,36.0,29.0,28.0,6.0,99.0,FEB,2021
DIVAČA,53.0,55.0,53.0,22.0,183.0,FEB,2021
DOBJE,6.0,11.0,7.0,6.0,30.0,FEB,2021
DOBREPOLJE,31.0,44.0,30.0,14.0,119.0,FEB,2021
DOBRNA,12.0,24.0,24.0,13.0,73.0,FEB,2021
DOBROVA - POLHOV GRADEC,38.0,47.0,66.0,30.0,181.0,FEB,2021
DOBROVNIK,35.0,29.0,19.0,8.0,91.0,FEB,2021
DOL PRI LJUBLJANI,47.0,59.0,47.0,43.0,196.0,FEB,2021
DOLENJSKE TOPLICE,26.0,21.0,29.0,19.0,95.0,FEB,2021
DOMŽALE,362.0,305.0,348.0,236.0,1251.0,FEB,2021
DORNAVA,26.0,35.0,27.0,16.0,104.0,FEB,2021
DRAVOGRAD,77.0,101.0,78.0,45.0,301.0,FEB,2021
DUPLEK,88.0,107.0,89.0,52.0,336.0,FEB,2021
GORENJA VAS - POLJANE,33.0,47.0,44.0,22.0,146.0,FEB,2021
GORIŠNICA,28.0,61.0,40.0,18.0,147.0,FEB,2021
GORJE,17.0,29.0,28.0,22.0,96.0,FEB,2021
GORNJA RADGONA,109.0,144.0,97.0,67.0,417.0,FEB,2021
GORNJI GRAD,14.0,23.0,13.0,10.0,60.0,FEB,2021
GORNJI PETROVCI,38.0,32.0,18.0,12.0,100.0,FEB,2021
GRAD,36.0,25.0,21.0,5.0,87.0,FEB,2021
GROSUPLJE,305.0,176.0,170.0,108.0,759.0,FEB,2021
HAJDINA,22.0,37.0,50.0,22.0,131.0,FEB,2021
HOČE - SLIVNICA,156.0,150.0,166.0,100.0,572.0,FEB,2021
HODOŠ,10.0,7.0,2.0,2.0,21.0,FEB,2021
HORJUL,9.0,19.0,31.0,14.0,73.0,FEB,2021
HRASTNIK,191.0,135.0,109.0,58.0,493.0,FEB,2021
HRPELJE - KOZINA,44.0,56.0,41.0,27.0,168.0,FEB,2021
IDRIJA,104.0,74.0,70.0,60.0,308.0,FEB,2021
IG,79.0,74.0,64.0,43.0,260.0,FEB,2021
ILIRSKA BISTRICA,119.0,118.0,106.0,62.0,405.0,FEB,2021
IVANČNA GORICA,134.0,128.0,148.0,81.0,491.0,FEB,2021
IZOLA,300.0,199.0,202.0,112.0,813.0,FEB,2021
JESENICE,301.0,236.0,192.0,82.0,811.0,FEB,2021
JEZERSKO,4.0,2.0,6.0,3.0,15.0,FEB,2021
JURŠINCI,24.0,35.0,23.0,7.0,89.0,FEB,2021
KAMNIK,314.0,255.0,297.0,142.0,1008.0,FEB,2021
KANAL,66.0,48.0,53.0,38.0,205.0,FEB,2021
KIDRIČEVO,51.0,83.0,88.0,41.0,263.0,FEB,2021
KOBARID,23.0,28.0,21.0,21.0,93.0,FEB,2021
KOBILJE,5.0,8.0,8.0,1.0,22.0,FEB,2021
KOČEVJE,490.0,335.0,200.0,85.0,1110.0,FEB,2021
KOMEN,29.0,22.0,36.0,19.0,106.0,FEB,2021
KOMENDA,42.0,39.0,38.0,22.0,141.0,FEB,2021
KOPER,768.0,591.0,646.0,332.0,2337.0,FEB,2021
KOSTANJEVICA NA KRKI,24.0,33.0,30.0,19.0,106.0,FEB,2021
KOSTEL,8.0,11.0,7.0,4.0,30.0,FEB,2021
KOZJE,55.0,47.0,41.0,22.0,165.0,FEB,2021
KRANJ,761.0,425.0,521.0,360.0,2067.0,FEB,2021
KRANJSKA GORA,26.0,39.0,58.0,32.0,155.0,FEB,2021
KRIŽEVCI,32.0,39.0,44.0,23.0,138.0,FEB,2021
KRŠKO,644.0,402.0,280.0,153.0,1479.0,FEB,2021
KUNGOTA,77.0,76.0,65.0,33.0,251.0,FEB,2021
KUZMA,43.0,16.0,10.0,8.0,77.0,FEB,2021
LAŠKO,160.0,169.0,135.0,73.0,537.0,FEB,2021
LENART,60.0,82.0,67.0,50.0,259.0,FEB,2021
LENDAVA,269.0,195.0,188.0,84.0,736.0,FEB,2021
LITIJA,202.0,137.0,118.0,69.0,526.0,FEB,2021
LJUBLJANA,4138.0,2761.0,3759.0,2749.0,13407.0,FEB,2021
LJUBNO,16.0,23.0,27.0,13.0,79.0,FEB,2021
LJUTOMER,158.0,140.0,129.0,68.0,495.0,FEB,2021
LOG - DRAGOMER,29.0,28.0,37.0,21.0,115.0,FEB,2021
LOGATEC,79.0,115.0,132.0,61.0,387.0,FEB,2021
LOŠKA DOLINA,23.0,22.0,37.0,14.0,96.0,FEB,2021
LOŠKI POTOK,12.0,10.0,13.0,5.0,40.0,FEB,2021
LOVRENC NA POHORJU,31.0,44.0,30.0,12.0,117.0,FEB,2021
LUČE,22.0,15.0,14.0,4.0,55.0,FEB,2021
LUKOVICA,54.0,56.0,48.0,27.0,185.0,FEB,2021
MAJŠPERK,42.0,45.0,48.0,18.0,153.0,FEB,2021
MAKOLE,27.0,31.0,8.0,15.0,81.0,FEB,2021
MARIBOR,2008.0,1622.0,1808.0,1184.0,6622.0,FEB,2021
MARKOVCI,27.0,57.0,45.0,18.0,147.0,FEB,2021
MEDVODE,127.0,130.0,200.0,145.0,602.0,FEB,2021
MENGEŠ,76.0,69.0,87.0,45.0,277.0,FEB,2021
METLIKA,230.0,118.0,82.0,47.0,477.0,FEB,2021
MEŽICA,26.0,40.0,30.0,18.0,114.0,FEB,2021
MIKLAVŽ NA DRAVSKEM POLJU,79.0,98.0,98.0,44.0,319.0,FEB,2021
MIREN - KOSTANJEVICA,36.0,28.0,35.0,34.0,133.0,FEB,2021
MIRNA,17.0,19.0,11.0,7.0,54.0,FEB,2021
MIRNA PEČ,21.0,24.0,13.0,8.0,66.0,FEB,2021
MISLINJA,33.0,46.0,45.0,20.0,144.0,FEB,2021
MOKRONOG - TREBELNO,28.0,24.0,21.0,15.0,88.0,FEB,2021
MORAVČE,36.0,47.0,35.0,21.0,139.0,FEB,2021
MORAVSKE TOPLICE,94.0,78.0,81.0,54.0,307.0,FEB,2021
MOZIRJE,36.0,44.0,45.0,33.0,158.0,FEB,2021
MURSKA SOBOTA,398.0,304.0,284.0,176.0,1162.0,FEB,2021
MUTA,36.0,36.0,30.0,17.0,119.0,FEB,2021
NAKLO,38.0,37.0,51.0,27.0,153.0,FEB,2021
NAZARJE,21.0,23.0,16.0,15.0,75.0,FEB,2021
NOVA GORICA,360.0,230.0,285.0,234.0,1109.0,FEB,2021
NOVO MESTO,577.0,217.0,275.0,218.0,1287.0,FEB,2021
ODRANCI,26.0,24.0,29.0,6.0,85.0,FEB,2021
OPLOTNICA,36.0,38.0,28.0,24.0,126.0,FEB,2021
ORMOŽ,133.0,205.0,146.0,50.0,534.0,FEB,2021
OSILNICA,7.0,7.0,5.0,1.0,20.0,FEB,2021
PESNICA,79.0,105.0,98.0,35.0,317.0,FEB,2021
PIRAN,305.0,271.0,300.0,164.0,1040.0,FEB,2021
PIVKA,73.0,51.0,60.0,33.0,217.0,FEB,2021
PODČETRTEK,58.0,48.0,39.0,21.0,166.0,FEB,2021
PODLEHNIK,34.0,35.0,28.0,8.0,105.0,FEB,2021
PODVELKA,28.0,35.0,31.0,9.0,103.0,FEB,2021
POLJČANE,45.0,54.0,61.0,21.0,181.0,FEB,2021
POLZELA,74.0,44.0,70.0,46.0,234.0,FEB,2021
POSTOJNA,251.0,158.0,163.0,94.0,666.0,FEB,2021
PREBOLD,57.0,50.0,52.0,31.0,190.0,FEB,2021
PREDDVOR,22.0,27.0,31.0,26.0,106.0,FEB,2021
PREVALJE,55.0,77.0,60.0,30.0,222.0,FEB,2021
PTUJ,259.0,284.0,382.0,205.0,1130.0,FEB,2021
PUCONCI,150.0,86.0,56.0,35.0,327.0,FEB,2021
RAČE - FRAM,78.0,100.0,92.0,51.0,321.0,FEB,2021
RADEČE,54.0,41.0,54.0,20.0,169.0,FEB,2021
RADENCI,51.0,65.0,58.0,23.0,197.0,FEB,2021
