Urad za delo,Moški,Ženske,Skupaj,month,year,moški,ženske
UD Metlika,213.0,186.0,399.0,OKT,2019,,
UD Novo mesto,858.0,881.0,1739.0,OKT,2019,,
UD Trebnje,230.0,238.0,468.0,OKT,2019,,
OS Ptuj,1197.0,1425.0,2622.0,OKT,2019,,
UD Ormož,264.0,320.0,584.0,OKT,2019,,
UD Ptuj,933.0,1105.0,2038.0,OKT,2019,,
OS Sevnica,1464.0,1440.0,2904.0,OKT,2019,,
UD Brežice,499.0,474.0,973.0,OKT,2019,,
UD Krško,667.0,681.0,1348.0,OKT,2019,,
UD Sevnica,298.0,285.0,583.0,OKT,2019,,
OS Trbovlje,1128.0,1085.0,2213.0,OKT,2019,,
UD Hrastnik,200.0,221.0,421.0,OKT,2019,,
UD Litija,252.0,239.0,491.0,OKT,2019,,
UD Trbovlje,432.0,380.0,812.0,OKT,2019,,
UD Zagorje,244.0,245.0,489.0,OKT,2019,,
OS Velenje,1993.0,2430.0,4423.0,OKT,2019,,
UD Dravograd,128.0,148.0,276.0,OKT,2019,,
UD Mozirje,256.0,276.0,532.0,OKT,2019,,
UD Radlje ob Dravi,239.0,315.0,554.0,OKT,2019,,
UD Ravne na Koroškem,345.0,426.0,771.0,OKT,2019,,
UD Slovenj Gradec,296.0,344.0,640.0,OKT,2019,,
UD Velenje,729.0,921.0,1650.0,OKT,2019,,
,,,,OKT,2019,,
,,,72416.0,OKT,2019,,
OS Celje,3759.0,4268.0,8027.0,NOV,2019,,
UD Celje,1200.0,1403.0,2603.0,NOV,2019,,
UD Laško,291.0,273.0,564.0,NOV,2019,,
UD Slovenske Konjice,562.0,644.0,1206.0,NOV,2019,,
UD Šentjur,359.0,444.0,803.0,NOV,2019,,
UD Šmarje pri Jelšah,639.0,731.0,1370.0,NOV,2019,,
UD Žalec,708.0,773.0,1481.0,NOV,2019,,
OS Koper,2447.0,2413.0,4860.0,NOV,2019,,
UD Ilirska Bistrica,185.0,208.0,393.0,NOV,2019,,
UD Izola,249.0,232.0,481.0,NOV,2019,,
UD Koper,970.0,975.0,1945.0,NOV,2019,,
UD Piran,397.0,334.0,731.0,NOV,2019,,
UD Postojna,326.0,377.0,703.0,NOV,2019,,
UD Sežana,320.0,287.0,607.0,NOV,2019,,
OS Kranj,2361.0,2362.0,4723.0,NOV,2019,,
UD Jesenice,349.0,305.0,654.0,NOV,2019,,
UD Kranj,1105.0,1158.0,2263.0,NOV,2019,,
UD Radovljica,386.0,368.0,754.0,NOV,2019,,
UD Škofja Loka,338.0,353.0,691.0,NOV,2019,,
UD Tržič,183.0,178.0,361.0,NOV,2019,,
OS Ljubljana,10844.0,9909.0,20753.0,NOV,2019,,
UD Cerknica,185.0,198.0,383.0,NOV,2019,,
UD Domžale,808.0,741.0,1549.0,NOV,2019,,
UD Grosuplje,585.0,581.0,1166.0,NOV,2019,,
UD Kamnik,476.0,464.0,940.0,NOV,2019,,
UD Kočevje,505.0,538.0,1043.0,NOV,2019,,
UD Ljubljana,7620.0,6682.0,14302.0,NOV,2019,,
UD Logatec,165.0,180.0,345.0,NOV,2019,,
UD Ribnica,159.0,179.0,338.0,NOV,2019,,
UD Vrhnika,341.0,346.0,687.0,NOV,2019,,
OS Maribor,4621.0,5226.0,9847.0,NOV,2019,,
UD Lenart,161.0,200.0,361.0,NOV,2019,,
UD Maribor,3438.0,3716.0,7154.0,NOV,2019,,
UD Pesnica,281.0,328.0,609.0,NOV,2019,,
UD Ruše,265.0,295.0,560.0,NOV,2019,,
UD Slovenska Bistrica,476.0,687.0,1163.0,NOV,2019,,
OS Murska Sobota,2648.0,3110.0,5758.0,NOV,2019,,
UD Gornja Radgona,377.0,458.0,835.0,NOV,2019,,
UD Lendava,569.0,710.0,1279.0,NOV,2019,,
UD Ljutomer,301.0,390.0,691.0,NOV,2019,,
UD Murska Sobota,1401.0,1552.0,2953.0,NOV,2019,,
OS Nova Gorica,1357.0,1391.0,2748.0,NOV,2019,,
UD Ajdovščina,286.0,333.0,619.0,NOV,2019,,
UD Idrija,135.0,118.0,253.0,NOV,2019,,
UD Nova Gorica,771.0,769.0,1540.0,NOV,2019,,
UD Tolmin,165.0,171.0,336.0,NOV,2019,,
OS Novo mesto,1744.0,1714.0,3458.0,NOV,2019,,
UD Črnomelj,432.0,404.0,836.0,NOV,2019,,
UD Metlika,219.0,187.0,406.0,NOV,2019,,
UD Novo mesto,863.0,882.0,1745.0,NOV,2019,,
UD Trebnje,230.0,241.0,471.0,NOV,2019,,
OS Ptuj,1202.0,1426.0,2628.0,NOV,2019,,
UD Ormož,262.0,306.0,568.0,NOV,2019,,
UD Ptuj,940.0,1120.0,2060.0,NOV,2019,,
OS Sevnica,1493.0,1449.0,2942.0,NOV,2019,,
UD Brežice,511.0,465.0,976.0,NOV,2019,,
UD Krško,686.0,701.0,1387.0,NOV,2019,,
UD Sevnica,296.0,283.0,579.0,NOV,2019,,
OS Trbovlje,1124.0,1082.0,2206.0,NOV,2019,,
UD Hrastnik,206.0,215.0,421.0,NOV,2019,,
UD Litija,250.0,240.0,490.0,NOV,2019,,
UD Trbovlje,433.0,387.0,820.0,NOV,2019,,
UD Zagorje,235.0,240.0,475.0,NOV,2019,,
OS Velenje,2018.0,2427.0,4445.0,NOV,2019,,
UD Dravograd,134.0,152.0,286.0,NOV,2019,,
UD Mozirje,255.0,269.0,524.0,NOV,2019,,
UD Radlje ob Dravi,227.0,311.0,538.0,NOV,2019,,
UD Ravne na Koroškem,340.0,429.0,769.0,NOV,2019,,
UD Slovenj Gradec,306.0,355.0,661.0,NOV,2019,,
UD Velenje,756.0,911.0,1667.0,NOV,2019,,
,,,,NOV,2019,,
,,,72395.0,NOV,2019,,
OS Celje,4189.0,4258.0,8447.0,DEC,2019,,
UD Celje,1349.0,1381.0,2730.0,DEC,2019,,
UD Laško,301.0,270.0,571.0,DEC,2019,,
UD Slovenske Konjice,634.0,644.0,1278.0,DEC,2019,,
UD Šentjur,406.0,457.0,863.0,DEC,2019,,
UD Šmarje pri Jelšah,687.0,733.0,1420.0,DEC,2019,,
UD Žalec,812.0,773.0,1585.0,DEC,2019,,
OS Koper,2539.0,2495.0,5034.0,DEC,2019,,
UD Ilirska Bistrica,189.0,201.0,390.0,DEC,2019,,
UD Izola,266.0,256.0,522.0,DEC,2019,,
UD Koper,981.0,1004.0,1985.0,DEC,2019,,
UD Piran,412.0,361.0,773.0,DEC,2019,,
UD Postojna,347.0,378.0,725.0,DEC,2019,,
UD Sežana,344.0,295.0,639.0,DEC,2019,,
OS Kranj,2765.0,2334.0,5099.0,DEC,2019,,
UD Jesenice,409.0,306.0,715.0,DEC,2019,,
UD Kranj,1378.0,1135.0,2513.0,DEC,2019,,
UD Radovljica,423.0,378.0,801.0,DEC,2019,,
UD Škofja Loka,364.0,340.0,704.0,DEC,2019,,
UD Tržič,191.0,175.0,366.0,DEC,2019,,
OS Ljubljana,11220.0,9837.0,21057.0,DEC,2019,,
UD Cerknica,206.0,195.0,401.0,DEC,2019,,
UD Domžale,833.0,743.0,1576.0,DEC,2019,,
UD Grosuplje,660.0,566.0,1226.0,DEC,2019,,
UD Kamnik,491.0,465.0,956.0,DEC,2019,,
UD Kočevje,509.0,530.0,1039.0,DEC,2019,,
UD Ljubljana,7824.0,6625.0,14449.0,DEC,2019,,
UD Logatec,165.0,181.0,346.0,DEC,2019,,
UD Ribnica,156.0,183.0,339.0,DEC,2019,,
UD Vrhnika,376.0,349.0,725.0,DEC,2019,,
OS Maribor,5043.0,5254.0,10297.0,DEC,2019,,
UD Lenart,233.0,214.0,447.0,DEC,2019,,
UD Maribor,3684.0,3690.0,7374.0,DEC,2019,,
UD Pesnica,324.0,351.0,675.0,DEC,2019,,
UD Ruše,283.0,301.0,584.0,DEC,2019,,
UD Slovenska Bistrica,519.0,698.0,1217.0,DEC,2019,,
OS Murska Sobota,3028.0,3168.0,6196.0,DEC,2019,,
UD Gornja Radgona,437.0,483.0,920.0,DEC,2019,,
UD Lendava,622.0,703.0,1325.0,DEC,2019,,
UD Ljutomer,338.0,404.0,742.0,DEC,2019,,
UD Murska Sobota,1631.0,1578.0,3209.0,DEC,2019,,
OS Nova Gorica,1397.0,1409.0,2806.0,DEC,2019,,
UD Ajdovščina,289.0,333.0,622.0,DEC,2019,,
UD Idrija,138.0,117.0,255.0,DEC,2019,,
UD Nova Gorica,781.0,785.0,1566.0,DEC,2019,,
UD Tolmin,189.0,174.0,363.0,DEC,2019,,
OS Novo mesto,1877.0,1719.0,3596.0,DEC,2019,,
UD Črnomelj,460.0,409.0,869.0,DEC,2019,,
UD Metlika,237.0,183.0,420.0,DEC,2019,,
UD Novo mesto,929.0,884.0,1813.0,DEC,2019,,
UD Trebnje,251.0,243.0,494.0,DEC,2019,,
OS Ptuj,1304.0,1449.0,2753.0,DEC,2019,,
UD Ormož,277.0,324.0,601.0,DEC,2019,,
UD Ptuj,1027.0,1125.0,2152.0,DEC,2019,,
OS Sevnica,1684.0,1465.0,3149.0,DEC,2019,,
UD Brežice,548.0,455.0,1003.0,DEC,2019,,
UD Krško,811.0,721.0,1532.0,DEC,2019,,
UD Sevnica,325.0,289.0,614.0,DEC,2019,,
OS Trbovlje,1174.0,1084.0,2258.0,DEC,2019,,
UD Hrastnik,214.0,216.0,430.0,DEC,2019,,
UD Litija,258.0,241.0,499.0,DEC,2019,,
UD Trbovlje,449.0,382.0,831.0,DEC,2019,,
UD Zagorje,253.0,245.0,498.0,DEC,2019,,
OS Velenje,2169.0,2431.0,4600.0,DEC,2019,,
UD Dravograd,138.0,149.0,287.0,DEC,2019,,
UD Mozirje,247.0,248.0,495.0,DEC,2019,,
UD Radlje ob Dravi,245.0,327.0,572.0,DEC,2019,,
UD Ravne na Koroškem,366.0,428.0,794.0,DEC,2019,,
UD Slovenj Gradec,320.0,350.0,670.0,DEC,2019,,
UD Velenje,853.0,929.0,1782.0,DEC,2019,,
,,,,DEC,2019,,
,,,75292.0,DEC,2019,,
OS Celje,4477.0,4421.0,8898.0,JAN,2020,,
UD Celje,1438.0,1451.0,2889.0,JAN,2020,,
UD Laško,307.0,283.0,590.0,JAN,2020,,
UD Slovenske Konjice,665.0,646.0,1311.0,JAN,2020,,
UD Šentjur,425.0,454.0,879.0,JAN,2020,,
UD Šmarje pri Jelšah,779.0,766.0,1545.0,JAN,2020,,
UD Žalec,863.0,821.0,1684.0,JAN,2020,,
OS Koper,2776.0,2752.0,5528.0,JAN,2020,,
UD Ilirska Bistrica,186.0,209.0,395.0,JAN,2020,,
UD Izola,321.0,304.0,625.0,JAN,2020,,
UD Koper,1048.0,1113.0,2161.0,JAN,2020,,
UD Piran,463.0,403.0,866.0,JAN,2020,,
UD Postojna,368.0,409.0,777.0,JAN,2020,,
UD Sežana,390.0,314.0,704.0,JAN,2020,,
OS Kranj,2934.0,2451.0,5385.0,JAN,2020,,
UD Jesenice,448.0,321.0,769.0,JAN,2020,,
UD Kranj,1460.0,1179.0,2639.0,JAN,2020,,
UD Radovljica,444.0,386.0,830.0,JAN,2020,,
UD Škofja Loka,383.0,385.0,768.0,JAN,2020,,
UD Tržič,199.0,180.0,379.0,JAN,2020,,
OS Ljubljana,11637.0,10048.0,21685.0,JAN,2020,,
UD Cerknica,216.0,202.0,418.0,JAN,2020,,
UD Domžale,860.0,777.0,1637.0,JAN,2020,,
UD Grosuplje,688.0,570.0,1258.0,JAN,2020,,
UD Kamnik,507.0,490.0,997.0,JAN,2020,,
UD Kočevje,539.0,560.0,1099.0,JAN,2020,,
UD Ljubljana,8100.0,6732.0,14832.0,JAN,2020,,
UD Logatec,172.0,180.0,352.0,JAN,2020,,
UD Ribnica,172.0,185.0,357.0,JAN,2020,,
UD Vrhnika,383.0,352.0,735.0,JAN,2020,,
OS Maribor,5581.0,5485.0,11066.0,JAN,2020,,
UD Lenart,261.0,228.0,489.0,JAN,2020,,
UD Maribor,4046.0,3845.0,7891.0,JAN,2020,,
UD Pesnica,382.0,387.0,769.0,JAN,2020,,
UD Ruše,315.0,313.0,628.0,JAN,2020,,
UD Slovenska Bistrica,577.0,712.0,1289.0,JAN,2020,,
OS Murska Sobota,3286.0,3438.0,6724.0,JAN,2020,,
UD Gornja Radgona,460.0,505.0,965.0,JAN,2020,,
UD Lendava,664.0,751.0,1415.0,JAN,2020,,
UD Ljutomer,376.0,418.0,794.0,JAN,2020,,
UD Murska Sobota,1786.0,1764.0,3550.0,JAN,2020,,
OS Nova Gorica,1465.0,1505.0,2970.0,JAN,2020,,
UD Ajdovščina,312.0,345.0,657.0,JAN,2020,,
UD Idrija,144.0,118.0,262.0,JAN,2020,,
UD Nova Gorica,797.0,837.0,1634.0,JAN,2020,,
UD Tolmin,212.0,205.0,417.0,JAN,2020,,
OS Novo mesto,1966.0,1802.0,3768.0,JAN,2020,,
UD Črnomelj,476.0,429.0,905.0,JAN,2020,,
UD Metlika,241.0,189.0,430.0,JAN,2020,,
UD Novo mesto,995.0,929.0,1924.0,JAN,2020,,
UD Trebnje,254.0,255.0,509.0,JAN,2020,,
OS Ptuj,1511.0,1505.0,3016.0,JAN,2020,,
UD Ormož,328.0,334.0,662.0,JAN,2020,,
UD Ptuj,1183.0,1171.0,2354.0,JAN,2020,,
OS Sevnica,1793.0,1537.0,3330.0,JAN,2020,,
UD Brežice,588.0,462.0,1050.0,JAN,2020,,
UD Krško,861.0,753.0,1614.0,JAN,2020,,
UD Sevnica,344.0,322.0,666.0,JAN,2020,,
OS Trbovlje,1267.0,1149.0,2416.0,JAN,2020,,
UD Hrastnik,233.0,221.0,454.0,JAN,2020,,
UD Litija,281.0,257.0,538.0,JAN,2020,,
UD Trbovlje,471.0,419.0,890.0,JAN,2020,,
UD Zagorje,282.0,252.0,534.0,JAN,2020,,
OS Velenje,2503.0,2552.0,5055.0,JAN,2020,,
UD Dravograd,175.0,153.0,328.0,JAN,2020,,
UD Mozirje,272.0,260.0,532.0,JAN,2020,,
UD Radlje ob Dravi,299.0,348.0,647.0,JAN,2020,,
UD Ravne na Koroškem,404.0,454.0,858.0,JAN,2020,,
UD Slovenj Gradec,358.0,355.0,713.0,JAN,2020,,
UD Velenje,995.0,982.0,1977.0,JAN,2020,,
,,,,JAN,2020,,
,,,79841.0,JAN,2020,,
OS Celje,4313.0,4382.0,8695.0,FEB,2020,,
UD Celje,1393.0,1454.0,2847.0,FEB,2020,,
UD Laško,300.0,272.0,572.0,FEB,2020,,
UD Slovenske Konjice,625.0,634.0,1259.0,FEB,2020,,
UD Šentjur,420.0,442.0,862.0,FEB,2020,,
UD Šmarje pri Jelšah,739.0,762.0,1501.0,FEB,2020,,
UD Žalec,836.0,818.0,1654.0,FEB,2020,,
OS Koper,2703.0,2683.0,5386.0,FEB,2020,,
UD Ilirska Bistrica,187.0,213.0,400.0,FEB,2020,,
UD Izola,305.0,300.0,605.0,FEB,2020,,
UD Koper,1020.0,1074.0,2094.0,FEB,2020,,
UD Piran,438.0,400.0,838.0,FEB,2020,,
UD Postojna,372.0,380.0,752.0,FEB,2020,,
UD Sežana,381.0,316.0,697.0,FEB,2020,,
OS Kranj,2784.0,2395.0,5179.0,FEB,2020,,
UD Jesenice,423.0,311.0,734.0,FEB,2020,,
UD Kranj,1347.0,1148.0,2495.0,FEB,2020,,
UD Radovljica,444.0,387.0,831.0,FEB,2020,,
UD Škofja Loka,373.0,372.0,745.0,FEB,2020,,
UD Tržič,197.0,177.0,374.0,FEB,2020,,
OS Ljubljana,11396.0,9817.0,21213.0,FEB,2020,,
UD Cerknica,212.0,194.0,406.0,FEB,2020,,
UD Domžale,838.0,750.0,1588.0,FEB,2020,,
UD Grosuplje,665.0,563.0,1228.0,FEB,2020,,
UD Kamnik,501.0,481.0,982.0,FEB,2020,,
UD Kočevje,523.0,548.0,1071.0,FEB,2020,,
UD Ljubljana,7935.0,6587.0,14522.0,FEB,2020,,
UD Logatec,163.0,170.0,333.0,FEB,2020,,
UD Ribnica,172.0,179.0,351.0,FEB,2020,,
UD Vrhnika,387.0,345.0,732.0,FEB,2020,,
OS Maribor,5374.0,5355.0,10729.0,FEB,2020,,
UD Lenart,223.0,219.0,442.0,FEB,2020,,
UD Maribor,3921.0,3788.0,7709.0,FEB,2020,,
UD Pesnica,361.0,370.0,731.0,FEB,2020,,
UD Ruše,309.0,306.0,615.0,FEB,2020,,
UD Slovenska Bistrica,560.0,672.0,1232.0,FEB,2020,,
OS Murska Sobota,3079.0,3282.0,6361.0,FEB,2020,,
UD Gornja Radgona,433.0,480.0,913.0,FEB,2020,,
UD Lendava,636.0,724.0,1360.0,FEB,2020,,
UD Ljutomer,343.0,401.0,744.0,FEB,2020,,
UD Murska Sobota,1667.0,1677.0,3344.0,FEB,2020,,
OS Nova Gorica,1394.0,1451.0,2845.0,FEB,2020,,
UD Ajdovščina,304.0,339.0,643.0,FEB,2020,,
UD Idrija,136.0,118.0,254.0,FEB,2020,,
UD Nova Gorica,754.0,791.0,1545.0,FEB,2020,,
UD Tolmin,200.0,203.0,403.0,FEB,2020,,
OS Novo mesto,1905.0,1748.0,3653.0,FEB,2020,,
UD Črnomelj,472.0,422.0,894.0,FEB,2020,,
UD Metlika,231.0,186.0,417.0,FEB,2020,,
UD Novo mesto,952.0,894.0,1846.0,FEB,2020,,
UD Trebnje,250.0,246.0,496.0,FEB,2020,,
OS Ptuj,1458.0,1468.0,2926.0,FEB,2020,,
UD Ormož,304.0,328.0,632.0,FEB,2020,,
UD Ptuj,1154.0,1140.0,2294.0,FEB,2020,,
OS Sevnica,1677.0,1497.0,3174.0,FEB,2020,,
UD Brežice,556.0,452.0,1008.0,FEB,2020,,
UD Krško,788.0,733.0,1521.0,FEB,2020,,
UD Sevnica,333.0,312.0,645.0,FEB,2020,,
OS Trbovlje,1220.0,1124.0,2344.0,FEB,2020,,
UD Hrastnik,223.0,208.0,431.0,FEB,2020,,
UD Litija,267.0,256.0,523.0,FEB,2020,,
UD Trbovlje,457.0,414.0,871.0,FEB,2020,,
UD Zagorje,273.0,246.0,519.0,FEB,2020,,
OS Velenje,2429.0,2550.0,4979.0,FEB,2020,,
UD Dravograd,171.0,142.0,313.0,FEB,2020,,
UD Mozirje,268.0,251.0,519.0,FEB,2020,,
UD Radlje ob Dravi,268.0,342.0,610.0,FEB,2020,,
UD Ravne na Koroškem,397.0,454.0,851.0,FEB,2020,,
UD Slovenj Gradec,356.0,347.0,703.0,FEB,2020,,
UD Velenje,969.0,1014.0,1983.0,FEB,2020,,
,,,,FEB,2020,,
,,,77484.0,FEB,2020,,
OS Celje,4178.0,4400.0,8578.0,MAR,2020,,
UD Celje,1340.0,1444.0,2784.0,MAR,2020,,
UD Laško,304.0,279.0,583.0,MAR,2020,,
UD Slovenske Konjice,611.0,647.0,1258.0,MAR,2020,,
UD Šentjur,407.0,458.0,865.0,MAR,2020,,
UD Šmarje pri Jelšah,720.0,757.0,1477.0,MAR,2020,,
UD Žalec,796.0,815.0,1611.0,MAR,2020,,
OS Koper,2759.0,2723.0,5482.0,MAR,2020,,
UD Ilirska Bistrica,191.0,209.0,400.0,MAR,2020,,
UD Izola,306.0,307.0,613.0,MAR,2020,,
UD Koper,1080.0,1106.0,2186.0,MAR,2020,,
UD Piran,415.0,391.0,806.0,MAR,2020,,
UD Postojna,377.0,382.0,759.0,MAR,2020,,
UD Sežana,390.0,328.0,718.0,MAR,2020,,
OS Kranj,2761.0,2579.0,5340.0,MAR,2020,,
UD Jesenice,443.0,363.0,806.0,MAR,2020,,
UD Kranj,1271.0,1211.0,2482.0,MAR,2020,,
UD Radovljica,458.0,434.0,892.0,MAR,2020,,
UD Škofja Loka,384.0,385.0,769.0,MAR,2020,,
UD Tržič,205.0,186.0,391.0,MAR,2020,,
OS Ljubljana,11514.0,9948.0,21462.0,MAR,2020,,
UD Cerknica,211.0,188.0,399.0,MAR,2020,,
UD Domžale,840.0,760.0,1600.0,MAR,2020,,
UD Grosuplje,678.0,575.0,1253.0,MAR,2020,,
UD Kamnik,512.0,502.0,1014.0,MAR,2020,,
UD Kočevje,512.0,530.0,1042.0,MAR,2020,,
UD Ljubljana,8021.0,6690.0,14711.0,MAR,2020,,
UD Logatec,165.0,170.0,335.0,MAR,2020,,
UD Ribnica,182.0,185.0,367.0,MAR,2020,,
UD Vrhnika,393.0,348.0,741.0,MAR,2020,,
OS Maribor,5298.0,5598.0,10896.0,MAR,2020,,
UD Lenart,239.0,225.0,464.0,MAR,2020,,
UD Maribor,3893.0,3999.0,7892.0,MAR,2020,,
UD Pesnica,328.0,373.0,701.0,MAR,2020,,
UD Ruše,307.0,324.0,631.0,MAR,2020,,
UD Slovenska Bistrica,531.0,677.0,1208.0,MAR,2020,,
OS Murska Sobota,2910.0,3168.0,6078.0,MAR,2020,,
UD Gornja Radgona,419.0,467.0,886.0,MAR,2020,,
UD Lendava,616.0,685.0,1301.0,MAR,2020,,
UD Ljutomer,314.0,398.0,712.0,MAR,2020,,
UD Murska Sobota,1561.0,1618.0,3179.0,MAR,2020,,
OS Nova Gorica,1416.0,1509.0,2925.0,MAR,2020,,
UD Ajdovščina,295.0,346.0,641.0,MAR,2020,,
UD Idrija,135.0,121.0,256.0,MAR,2020,,
UD Nova Gorica,767.0,807.0,1574.0,MAR,2020,,
UD Tolmin,219.0,235.0,454.0,MAR,2020,,
OS Novo mesto,1865.0,1727.0,3592.0,MAR,2020,,
UD Črnomelj,462.0,422.0,884.0,MAR,2020,,
UD Metlika,228.0,182.0,410.0,MAR,2020,,
UD Novo mesto,937.0,879.0,1816.0,MAR,2020,,
UD Trebnje,238.0,244.0,482.0,MAR,2020,,
OS Ptuj,1425.0,1468.0,2893.0,MAR,2020,,
UD Ormož,300.0,329.0,629.0,MAR,2020,,
UD Ptuj,1125.0,1139.0,2264.0,MAR,2020,,
OS Sevnica,1631.0,1530.0,3161.0,MAR,2020,,
UD Brežice,556.0,473.0,1029.0,MAR,2020,,
UD Krško,754.0,733.0,1487.0,MAR,2020,,
UD Sevnica,321.0,324.0,645.0,MAR,2020,,
OS Trbovlje,1212.0,1141.0,2353.0,MAR,2020,,
UD Hrastnik,226.0,213.0,439.0,MAR,2020,,
UD Litija,266.0,256.0,522.0,MAR,2020,,
UD Trbovlje,465.0,425.0,890.0,MAR,2020,,
UD Zagorje,255.0,247.0,502.0,MAR,2020,,
OS Velenje,2434.0,2661.0,5095.0,MAR,2020,,
UD Dravograd,170.0,151.0,321.0,MAR,2020,,
UD Mozirje,278.0,253.0,531.0,MAR,2020,,
UD Radlje ob Dravi,279.0,364.0,643.0,MAR,2020,,
UD Ravne na Koroškem,404.0,485.0,889.0,MAR,2020,,
UD Slovenj Gradec,363.0,370.0,733.0,MAR,2020,,
UD Velenje,940.0,1038.0,1978.0,MAR,2020,,
,,,,MAR,2020,,
,,,77855.0,MAR,2020,,
OS Celje,4607.0,5032.0,9639.0,APR,2020,,
UD Celje,1534.0,1684.0,3218.0,APR,2020,,
UD Laško,338.0,309.0,647.0,APR,2020,,
UD Slovenske Konjice,636.0,727.0,1363.0,APR,2020,,
UD Šentjur,428.0,523.0,951.0,APR,2020,,
UD Šmarje pri Jelšah,785.0,860.0,1645.0,APR,2020,,
UD Žalec,886.0,929.0,1815.0,APR,2020,,
OS Koper,3278.0,3335.0,6613.0,APR,2020,,
UD Ilirska Bistrica,204.0,235.0,439.0,APR,2020,,
UD Izola,373.0,405.0,778.0,APR,2020,,
UD Koper,1313.0,1351.0,2664.0,APR,2020,,
UD Piran,504.0,498.0,1002.0,APR,2020,,
UD Postojna,434.0,445.0,879.0,APR,2020,,
UD Sežana,450.0,401.0,851.0,APR,2020,,
OS Kranj,3317.0,3211.0,6528.0,APR,2020,,
UD Jesenice,516.0,488.0,1004.0,APR,2020,,
UD Kranj,1534.0,1502.0,3036.0,APR,2020,,
UD Radovljica,573.0,535.0,1108.0,APR,2020,,
UD Škofja Loka,446.0,456.0,902.0,APR,2020,,
UD Tržič,248.0,230.0,478.0,APR,2020,,
OS Ljubljana,12822.0,11357.0,24179.0,APR,2020,,
UD Cerknica,233.0,209.0,442.0,APR,2020,,
UD Domžale,968.0,916.0,1884.0,APR,2020,,
UD Grosuplje,735.0,650.0,1385.0,APR,2020,,
UD Kamnik,569.0,581.0,1150.0,APR,2020,,
UD Kočevje,548.0,572.0,1120.0,APR,2020,,
UD Ljubljana,8912.0,7595.0,16507.0,APR,2020,,
UD Logatec,191.0,206.0,397.0,APR,2020,,
UD Ribnica,211.0,216.0,427.0,APR,2020,,
UD Vrhnika,455.0,412.0,867.0,APR,2020,,
OS Maribor,6043.0,6564.0,12607.0,APR,2020,,
UD Lenart,283.0,287.0,570.0,APR,2020,,
UD Maribor,4444.0,4647.0,9091.0,APR,2020,,
UD Pesnica,372.0,461.0,833.0,APR,2020,,
UD Ruše,350.0,383.0,733.0,APR,2020,,
UD Slovenska Bistrica,594.0,786.0,1380.0,APR,2020,,
OS Murska Sobota,3148.0,3496.0,6644.0,APR,2020,,
UD Gornja Radgona,468.0,514.0,982.0,APR,2020,,
UD Lendava,663.0,741.0,1404.0,APR,2020,,
UD Ljutomer,343.0,459.0,802.0,APR,2020,,
UD Murska Sobota,1674.0,1782.0,3456.0,APR,2020,,
OS Nova Gorica,1635.0,1752.0,3387.0,APR,2020,,
UD Ajdovščina,335.0,387.0,722.0,APR,2020,,
UD Idrija,160.0,143.0,303.0,APR,2020,,
UD Nova Gorica,879.0,939.0,1818.0,APR,2020,,
UD Tolmin,261.0,283.0,544.0,APR,2020,,
OS Novo mesto,2035.0,1896.0,3931.0,APR,2020,,
UD Črnomelj,495.0,433.0,928.0,APR,2020,,
UD Metlika,245.0,191.0,436.0,APR,2020,,
UD Novo mesto,1041.0,979.0,2020.0,APR,2020,,
UD Trebnje,254.0,293.0,547.0,APR,2020,,
OS Ptuj,1614.0,1820.0,3434.0,APR,2020,,
UD Ormož,314.0,400.0,714.0,APR,2020,,
UD Ptuj,1300.0,1420.0,2720.0,APR,2020,,
OS Sevnica,1765.0,1639.0,3404.0,APR,2020,,
UD Brežice,605.0,515.0,1120.0,APR,2020,,
UD Krško,800.0,775.0,1575.0,APR,2020,,
UD Sevnica,360.0,349.0,709.0,APR,2020,,
OS Trbovlje,1310.0,1253.0,2563.0,APR,2020,,
UD Hrastnik,236.0,222.0,458.0,APR,2020,,
UD Litija,290.0,286.0,576.0,APR,2020,,
UD Trbovlje,497.0,469.0,966.0,APR,2020,,
UD Zagorje,287.0,276.0,563.0,APR,2020,,
OS Velenje,2697.0,3022.0,5719.0,APR,2020,,
UD Dravograd,177.0,178.0,355.0,APR,2020,,
UD Mozirje,314.0,289.0,603.0,APR,2020,,
UD Radlje ob Dravi,330.0,431.0,761.0,APR,2020,,
UD Ravne na Koroškem,443.0,545.0,988.0,APR,2020,,
UD Slovenj Gradec,384.0,424.0,808.0,APR,2020,,
UD Velenje,1049.0,1155.0,2204.0,APR,2020,,
,,,,APR,2020,,
,,,88648.0,APR,2020,,
OS Celje,4615.0,5188.0,9803.0,MAJ,2020,,
UD Celje,1512.0,1756.0,3268.0,MAJ,2020,,
UD Laško,354.0,311.0,665.0,MAJ,2020,,
UD Slovenske Konjice,643.0,743.0,1386.0,MAJ,2020,,
UD Šentjur,432.0,531.0,963.0,MAJ,2020,,
UD Šmarje pri Jelšah,776.0,888.0,1664.0,MAJ,2020,,
UD Žalec,898.0,959.0,1857.0,MAJ,2020,,
OS Koper,3405.0,3490.0,6895.0,MAJ,2020,,
UD Ilirska Bistrica,208.0,261.0,469.0,MAJ,2020,,
UD Izola,388.0,422.0,810.0,MAJ,2020,,
UD Koper,1371.0,1397.0,2768.0,MAJ,2020,,
UD Piran,508.0,508.0,1016.0,MAJ,2020,,
UD Postojna,450.0,467.0,917.0,MAJ,2020,,
