Občina,OŠ ali manj,srednje poklicno izobraževanje,"strokovno, splošno izobraževanje","izobraževanje prve, druge, tretje stopnje",Skupaj,month,year,"OŠ
ali manj","nižje, srednje poklicno izob.","srednje tehniško, strokovno,
splošno izob.","visokošolsko
izob. prve, druge,
tretje stopnje"
MOZIRJE,38.0,51.0,53.0,37.0,179.0,JUL,2020,,,,
MURSKA SOBOTA,407.0,318.0,272.0,183.0,1180.0,JUL,2020,,,,
MUTA,41.0,40.0,33.0,26.0,140.0,JUL,2020,,,,
NAKLO,33.0,34.0,50.0,31.0,148.0,JUL,2020,,,,
NAZARJE,25.0,24.0,20.0,22.0,91.0,JUL,2020,,,,
NOVA GORICA,364.0,227.0,251.0,235.0,1077.0,JUL,2020,,,,
NOVO MESTO,630.0,255.0,285.0,233.0,1403.0,JUL,2020,,,,
ODRANCI,31.0,20.0,20.0,7.0,78.0,JUL,2020,,,,
OPLOTNICA,32.0,43.0,37.0,24.0,136.0,JUL,2020,,,,
ORMOŽ,138.0,187.0,144.0,64.0,533.0,JUL,2020,,,,
OSILNICA,7.0,9.0,2.0,3.0,21.0,JUL,2020,,,,
PESNICA,72.0,96.0,86.0,36.0,290.0,JUL,2020,,,,
PIRAN,243.0,203.0,255.0,149.0,850.0,JUL,2020,,,,
PIVKA,75.0,51.0,64.0,37.0,227.0,JUL,2020,,,,
PODČETRTEK,49.0,46.0,46.0,23.0,164.0,JUL,2020,,,,
PODLEHNIK,29.0,27.0,20.0,8.0,84.0,JUL,2020,,,,
PODVELKA,34.0,33.0,30.0,13.0,110.0,JUL,2020,,,,
POLJČANE,50.0,52.0,64.0,26.0,192.0,JUL,2020,,,,
POLZELA,76.0,59.0,80.0,47.0,262.0,JUL,2020,,,,
POSTOJNA,265.0,166.0,177.0,85.0,693.0,JUL,2020,,,,
PREBOLD,59.0,55.0,58.0,39.0,211.0,JUL,2020,,,,
PREDDVOR,24.0,29.0,31.0,25.0,109.0,JUL,2020,,,,
PREVALJE,76.0,84.0,71.0,30.0,261.0,JUL,2020,,,,
PTUJ,212.0,253.0,369.0,208.0,1042.0,JUL,2020,,,,
PUCONCI,151.0,86.0,57.0,34.0,328.0,JUL,2020,,,,
RAČE-FRAM,77.0,86.0,86.0,46.0,295.0,JUL,2020,,,,
RADEČE,51.0,42.0,56.0,25.0,174.0,JUL,2020,,,,
RADENCI,62.0,74.0,62.0,30.0,228.0,JUL,2020,,,,
RADLJE OB DRAVI,52.0,113.0,66.0,38.0,269.0,JUL,2020,,,,
RADOVLJICA,157.0,155.0,214.0,123.0,649.0,JUL,2020,,,,
RAVNE NA KOROŠKEM,101.0,154.0,159.0,72.0,486.0,JUL,2020,,,,
RAZKRIŽJE,18.0,19.0,15.0,5.0,57.0,JUL,2020,,,,
REČICA OB SAVINJI,23.0,24.0,35.0,11.0,93.0,JUL,2020,,,,
RENČE-VOGRSKO,50.0,25.0,28.0,21.0,124.0,JUL,2020,,,,
RIBNICA,96.0,78.0,83.0,50.0,307.0,JUL,2020,,,,
RIBNICA NA POHORJU,14.0,33.0,17.0,4.0,68.0,JUL,2020,,,,
ROGAŠKA SLATINA,166.0,213.0,151.0,84.0,614.0,JUL,2020,,,,
ROGAŠOVCI,115.0,53.0,19.0,15.0,202.0,JUL,2020,,,,
ROGATEC,78.0,76.0,50.0,25.0,229.0,JUL,2020,,,,
RUŠE,103.0,122.0,115.0,63.0,403.0,JUL,2020,,,,
SELNICA OB DRAVI,48.0,51.0,58.0,32.0,189.0,JUL,2020,,,,
SEMIČ,84.0,66.0,47.0,12.0,209.0,JUL,2020,,,,
SEVNICA,182.0,256.0,164.0,111.0,713.0,JUL,2020,,,,
SEŽANA,168.0,123.0,156.0,110.0,557.0,JUL,2020,,,,
SLOVENJ GRADEC,176.0,199.0,191.0,140.0,706.0,JUL,2020,,,,
SLOVENSKA BISTRICA,256.0,252.0,280.0,191.0,979.0,JUL,2020,,,,
SLOVENSKE KONJICE,252.0,270.0,211.0,138.0,871.0,JUL,2020,,,,
SODRAŽICA,13.0,20.0,18.0,13.0,64.0,JUL,2020,,,,
SOLČAVA,0.0,4.0,3.0,1.0,8.0,JUL,2020,,,,
SREDIŠČE OB DRAVI,26.0,19.0,26.0,12.0,83.0,JUL,2020,,,,
STARŠE,38.0,63.0,50.0,26.0,177.0,JUL,2020,,,,
STRAŽA,37.0,32.0,24.0,15.0,108.0,JUL,2020,,,,
SVETA ANA,20.0,23.0,8.0,8.0,59.0,JUL,2020,,,,
SVETA TROJICA V SLOVENSKIH GORICAH,8.0,24.0,22.0,11.0,65.0,JUL,2020,,,,
SVETI ANDRAŽ V SLOV. GORICAH,7.0,11.0,12.0,5.0,35.0,JUL,2020,,,,
SVETI JURIJ OB ŠČAVNICI,34.0,41.0,34.0,17.0,126.0,JUL,2020,,,,
SVETI JURIJ V SLOVENSKIH GORICAH,8.0,17.0,16.0,12.0,53.0,JUL,2020,,,,
SVETI TOMAŽ,24.0,35.0,32.0,12.0,103.0,JUL,2020,,,,
ŠALOVCI,29.0,14.0,11.0,7.0,61.0,JUL,2020,,,,
ŠEMPETER-VRTOJBA,66.0,29.0,52.0,46.0,193.0,JUL,2020,,,,
ŠENČUR,62.0,69.0,83.0,53.0,267.0,JUL,2020,,,,
ŠENTILJ,108.0,110.0,80.0,54.0,352.0,JUL,2020,,,,
ŠENTJERNEJ,136.0,64.0,40.0,31.0,271.0,JUL,2020,,,,
ŠENTJUR,222.0,273.0,236.0,164.0,895.0,JUL,2020,,,,
ŠENTRUPERT,15.0,19.0,17.0,10.0,61.0,JUL,2020,,,,
ŠKOCJAN,94.0,30.0,28.0,11.0,163.0,JUL,2020,,,,
ŠKOFJA LOKA,170.0,152.0,177.0,159.0,658.0,JUL,2020,,,,
ŠKOFLJICA,90.0,88.0,102.0,93.0,373.0,JUL,2020,,,,
ŠMARJE PRI JELŠAH,158.0,161.0,137.0,78.0,534.0,JUL,2020,,,,
ŠMARJEŠKE TOPLICE,29.0,24.0,24.0,20.0,97.0,JUL,2020,,,,
ŠMARTNO OB PAKI,40.0,37.0,50.0,19.0,146.0,JUL,2020,,,,
ŠMARTNO PRI LITIJI,42.0,54.0,45.0,24.0,165.0,JUL,2020,,,,
ŠOŠTANJ,132.0,109.0,95.0,63.0,399.0,JUL,2020,,,,
ŠTORE,57.0,69.0,49.0,29.0,204.0,JUL,2020,,,,
TABOR,18.0,21.0,11.0,11.0,61.0,JUL,2020,,,,
TIŠINA,101.0,71.0,34.0,24.0,230.0,JUL,2020,,,,
TOLMIN,108.0,99.0,97.0,63.0,367.0,JUL,2020,,,,
TRBOVLJE,363.0,276.0,251.0,141.0,1031.0,JUL,2020,,,,
TREBNJE,179.0,89.0,86.0,48.0,402.0,JUL,2020,,,,
TRNOVSKA VAS,8.0,15.0,9.0,7.0,39.0,JUL,2020,,,,
TRZIN,31.0,25.0,34.0,39.0,129.0,JUL,2020,,,,
TRŽIČ,168.0,145.0,163.0,69.0,545.0,JUL,2020,,,,
TURNIŠČE,63.0,63.0,34.0,24.0,184.0,JUL,2020,,,,
VELENJE,508.0,430.0,427.0,272.0,1637.0,JUL,2020,,,,
VELIKA POLANA,22.0,32.0,16.0,6.0,76.0,JUL,2020,,,,
VELIKE LAŠČE,32.0,38.0,43.0,23.0,136.0,JUL,2020,,,,
VERŽEJ,11.0,7.0,12.0,15.0,45.0,JUL,2020,,,,
VIDEM,64.0,72.0,59.0,28.0,223.0,JUL,2020,,,,
VIPAVA,39.0,38.0,38.0,41.0,156.0,JUL,2020,,,,
VITANJE,23.0,25.0,20.0,10.0,78.0,JUL,2020,,,,
VODICE,23.0,40.0,45.0,38.0,146.0,JUL,2020,,,,
VOJNIK,68.0,95.0,104.0,81.0,348.0,JUL,2020,,,,
VRANSKO,26.0,39.0,30.0,18.0,113.0,JUL,2020,,,,
VRHNIKA,176.0,153.0,184.0,120.0,633.0,JUL,2020,,,,
VUZENICA,22.0,40.0,24.0,22.0,108.0,JUL,2020,,,,
ZAGORJE OB SAVI,203.0,168.0,166.0,92.0,629.0,JUL,2020,,,,
ZAVRČ,21.0,23.0,15.0,3.0,62.0,JUL,2020,,,,
ZREČE,92.0,95.0,85.0,44.0,316.0,JUL,2020,,,,
ŽALEC,317.0,317.0,292.0,176.0,1102.0,JUL,2020,,,,
ŽELEZNIKI,40.0,33.0,25.0,22.0,120.0,JUL,2020,,,,
ŽETALE,10.0,8.0,13.0,9.0,40.0,JUL,2020,,,,
ŽIRI,12.0,28.0,36.0,28.0,104.0,JUL,2020,,,,
ŽIROVNICA,20.0,35.0,35.0,36.0,126.0,JUL,2020,,,,
ŽUŽEMBERK,35.0,46.0,29.0,25.0,135.0,JUL,2020,,,,
Občina izven RS,647.0,93.0,70.0,98.0,908.0,JUL,2020,,,,
,,,,,,JUL,2020,,,,
,,,,,89397.0,JUL,2020,,,,
AJDOVŠČINA,191.0,176.0,152.0,118.0,637.0,AVG,2020,,,,
ANKARAN,27.0,29.0,32.0,26.0,114.0,AVG,2020,,,,
APAČE,69.0,52.0,29.0,15.0,165.0,AVG,2020,,,,
BELTINCI,146.0,115.0,96.0,60.0,417.0,AVG,2020,,,,
BENEDIKT,21.0,19.0,20.0,10.0,70.0,AVG,2020,,,,
BISTRICA OB SOTLI,18.0,16.0,13.0,17.0,64.0,AVG,2020,,,,
BLED,38.0,50.0,100.0,75.0,263.0,AVG,2020,,,,
BLOKE,7.0,21.0,20.0,9.0,57.0,AVG,2020,,,,
BOHINJ,30.0,25.0,29.0,25.0,109.0,AVG,2020,,,,
BOROVNICA,53.0,59.0,39.0,34.0,185.0,AVG,2020,,,,
BOVEC,20.0,19.0,15.0,14.0,68.0,AVG,2020,,,,
BRASLOVČE,57.0,53.0,54.0,35.0,199.0,AVG,2020,,,,
BRDA,42.0,18.0,37.0,38.0,135.0,AVG,2020,,,,
BREZOVICA,82.0,114.0,138.0,99.0,433.0,AVG,2020,,,,
BREŽICE,324.0,377.0,310.0,167.0,1178.0,AVG,2020,,,,
CANKOVA,45.0,23.0,26.0,8.0,102.0,AVG,2020,,,,
CELJE,690.0,645.0,717.0,514.0,2566.0,AVG,2020,,,,
CERKLJE NA GORENJSKEM,54.0,41.0,76.0,52.0,223.0,AVG,2020,,,,
CERKNICA,87.0,95.0,105.0,77.0,364.0,AVG,2020,,,,
CERKNO,15.0,21.0,30.0,25.0,91.0,AVG,2020,,,,
CERKVENJAK,18.0,17.0,10.0,9.0,54.0,AVG,2020,,,,
CIRKULANE,33.0,35.0,16.0,7.0,91.0,AVG,2020,,,,
ČRENŠOVCI,121.0,65.0,46.0,22.0,254.0,AVG,2020,,,,
ČRNA NA KOROŠKEM,32.0,38.0,34.0,19.0,123.0,AVG,2020,,,,
ČRNOMELJ,421.0,257.0,154.0,77.0,909.0,AVG,2020,,,,
DESTRNIK,23.0,33.0,32.0,10.0,98.0,AVG,2020,,,,
DIVAČA,41.0,47.0,60.0,28.0,176.0,AVG,2020,,,,
DOBJE,7.0,11.0,9.0,3.0,30.0,AVG,2020,,,,
DOBREPOLJE,32.0,49.0,31.0,15.0,127.0,AVG,2020,,,,
DOBRNA,16.0,21.0,22.0,18.0,77.0,AVG,2020,,,,
DOBROVA-POLHOV GRADEC,32.0,52.0,62.0,32.0,178.0,AVG,2020,,,,
DOBROVNIK,39.0,23.0,16.0,4.0,82.0,AVG,2020,,,,
DOL PRI LJUBLJANI,45.0,66.0,46.0,48.0,205.0,AVG,2020,,,,
DOLENJSKE TOPLICE,35.0,30.0,23.0,24.0,112.0,AVG,2020,,,,
DOMŽALE,356.0,296.0,346.0,276.0,1274.0,AVG,2020,,,,
DORNAVA,21.0,31.0,19.0,18.0,89.0,AVG,2020,,,,
DRAVOGRAD,97.0,112.0,105.0,49.0,363.0,AVG,2020,,,,
DUPLEK,81.0,112.0,81.0,56.0,330.0,AVG,2020,,,,
GORENJA VAS-POLJANE,36.0,49.0,52.0,23.0,160.0,AVG,2020,,,,
GORIŠNICA,25.0,45.0,45.0,15.0,130.0,AVG,2020,,,,
GORJE,14.0,18.0,24.0,24.0,80.0,AVG,2020,,,,
GORNJA RADGONA,109.0,135.0,92.0,57.0,393.0,AVG,2020,,,,
GORNJI GRAD,18.0,25.0,18.0,10.0,71.0,AVG,2020,,,,
GORNJI PETROVCI,32.0,31.0,18.0,10.0,91.0,AVG,2020,,,,
GRAD,36.0,25.0,12.0,13.0,86.0,AVG,2020,,,,
GROSUPLJE,292.0,181.0,177.0,102.0,752.0,AVG,2020,,,,
HAJDINA,22.0,40.0,42.0,27.0,131.0,AVG,2020,,,,
HOČE-SLIVNICA,111.0,160.0,166.0,106.0,543.0,AVG,2020,,,,
HODOŠ,9.0,4.0,1.0,2.0,16.0,AVG,2020,,,,
HORJUL,11.0,17.0,27.0,13.0,68.0,AVG,2020,,,,
HRASTNIK,191.0,145.0,114.0,58.0,508.0,AVG,2020,,,,
HRPELJE-KOZINA,48.0,52.0,45.0,34.0,179.0,AVG,2020,,,,
IDRIJA,103.0,83.0,89.0,66.0,341.0,AVG,2020,,,,
IG,74.0,57.0,61.0,51.0,243.0,AVG,2020,,,,
ILIRSKA BISTRICA,128.0,126.0,131.0,84.0,469.0,AVG,2020,,,,
IVANČNA GORICA,134.0,152.0,141.0,98.0,525.0,AVG,2020,,,,
IZOLA,244.0,163.0,183.0,110.0,700.0,AVG,2020,,,,
JESENICE,282.0,226.0,176.0,80.0,764.0,AVG,2020,,,,
JEZERSKO,3.0,3.0,3.0,1.0,10.0,AVG,2020,,,,
JURŠINCI,22.0,29.0,20.0,9.0,80.0,AVG,2020,,,,
KAMNIK,299.0,263.0,342.0,168.0,1072.0,AVG,2020,,,,
KANAL,67.0,52.0,60.0,44.0,223.0,AVG,2020,,,,
KIDRIČEVO,37.0,79.0,77.0,33.0,226.0,AVG,2020,,,,
KOBARID,19.0,25.0,19.0,15.0,78.0,AVG,2020,,,,
KOBILJE,6.0,9.0,6.0,2.0,23.0,AVG,2020,,,,
KOČEVJE,490.0,352.0,204.0,93.0,1139.0,AVG,2020,,,,
KOMEN,30.0,23.0,46.0,30.0,129.0,AVG,2020,,,,
KOMENDA,38.0,50.0,46.0,33.0,167.0,AVG,2020,,,,
KOPER,686.0,538.0,611.0,379.0,2214.0,AVG,2020,,,,
KOSTANJEVICA NA KRKI,31.0,31.0,28.0,20.0,110.0,AVG,2020,,,,
KOSTEL,7.0,14.0,11.0,1.0,33.0,AVG,2020,,,,
KOZJE,59.0,56.0,34.0,22.0,171.0,AVG,2020,,,,
KRANJ,753.0,442.0,584.0,410.0,2189.0,AVG,2020,,,,
KRANJSKA GORA,24.0,33.0,52.0,32.0,141.0,AVG,2020,,,,
KRIŽEVCI,25.0,36.0,29.0,31.0,121.0,AVG,2020,,,,
KRŠKO,608.0,408.0,276.0,179.0,1471.0,AVG,2020,,,,
KUNGOTA,69.0,60.0,68.0,29.0,226.0,AVG,2020,,,,
KUZMA,39.0,11.0,7.0,11.0,68.0,AVG,2020,,,,
LAŠKO,171.0,189.0,139.0,92.0,591.0,AVG,2020,,,,
LENART,61.0,82.0,60.0,47.0,250.0,AVG,2020,,,,
LENDAVA,255.0,207.0,155.0,88.0,705.0,AVG,2020,,,,
LITIJA,212.0,151.0,106.0,85.0,554.0,AVG,2020,,,,
LJUBLJANA,3897.0,2713.0,3767.0,2908.0,13285.0,AVG,2020,,,,
LJUBNO,20.0,30.0,34.0,22.0,106.0,AVG,2020,,,,
LJUTOMER,134.0,150.0,114.0,71.0,469.0,AVG,2020,,,,
LOG - DRAGOMER,26.0,32.0,39.0,30.0,127.0,AVG,2020,,,,
LOGATEC,106.0,119.0,126.0,86.0,437.0,AVG,2020,,,,
LOŠKA DOLINA,33.0,29.0,39.0,24.0,125.0,AVG,2020,,,,
LOŠKI POTOK,10.0,17.0,19.0,5.0,51.0,AVG,2020,,,,
LOVRENC NA POHORJU,31.0,49.0,27.0,18.0,125.0,AVG,2020,,,,
LUČE,20.0,17.0,11.0,4.0,52.0,AVG,2020,,,,
LUKOVICA,51.0,62.0,39.0,25.0,177.0,AVG,2020,,,,
MAJŠPERK,37.0,36.0,54.0,23.0,150.0,AVG,2020,,,,
MAKOLE,19.0,25.0,17.0,19.0,80.0,AVG,2020,,,,
MARIBOR,1840.0,1549.0,1730.0,1261.0,6380.0,AVG,2020,,,,
MARKOVCI,23.0,58.0,46.0,15.0,142.0,AVG,2020,,,,
MEDVODE,124.0,124.0,194.0,135.0,577.0,AVG,2020,,,,
MENGEŠ,82.0,61.0,86.0,57.0,286.0,AVG,2020,,,,
METLIKA,233.0,122.0,101.0,52.0,508.0,AVG,2020,,,,
MEŽICA,34.0,45.0,41.0,22.0,142.0,AVG,2020,,,,
MIKLAVŽ NA DRAVSKEM POLJU,74.0,91.0,80.0,46.0,291.0,AVG,2020,,,,
MIREN-KOSTANJEVICA,33.0,27.0,30.0,28.0,118.0,AVG,2020,,,,
MIRNA,24.0,20.0,11.0,11.0,66.0,AVG,2020,,,,
MIRNA PEČ,19.0,23.0,18.0,14.0,74.0,AVG,2020,,,,
MISLINJA,35.0,57.0,49.0,29.0,170.0,AVG,2020,,,,
MOKRONOG-TREBELNO,27.0,24.0,19.0,12.0,82.0,AVG,2020,,,,
MORAVČE,36.0,43.0,42.0,20.0,141.0,AVG,2020,,,,
MORAVSKE TOPLICE,89.0,74.0,83.0,56.0,302.0,AVG,2020,,,,
MOZIRJE,35.0,49.0,51.0,39.0,174.0,AVG,2020,,,,
MURSKA SOBOTA,394.0,314.0,270.0,172.0,1150.0,AVG,2020,,,,
MUTA,36.0,40.0,30.0,29.0,135.0,AVG,2020,,,,
NAKLO,34.0,36.0,52.0,30.0,152.0,AVG,2020,,,,
NAZARJE,24.0,23.0,18.0,17.0,82.0,AVG,2020,,,,
NOVA GORICA,363.0,224.0,260.0,233.0,1080.0,AVG,2020,,,,
NOVO MESTO,635.0,243.0,285.0,245.0,1408.0,AVG,2020,,,,
ODRANCI,30.0,20.0,17.0,7.0,74.0,AVG,2020,,,,
OPLOTNICA,32.0,43.0,35.0,25.0,135.0,AVG,2020,,,,
ORMOŽ,134.0,186.0,138.0,64.0,522.0,AVG,2020,,,,
OSILNICA,6.0,8.0,2.0,2.0,18.0,AVG,2020,,,,
PESNICA,68.0,95.0,81.0,34.0,278.0,AVG,2020,,,,
PIRAN,228.0,200.0,250.0,157.0,835.0,AVG,2020,,,,
PIVKA,76.0,51.0,59.0,42.0,228.0,AVG,2020,,,,
PODČETRTEK,50.0,47.0,46.0,23.0,166.0,AVG,2020,,,,
PODLEHNIK,29.0,28.0,20.0,8.0,85.0,AVG,2020,,,,
PODVELKA,33.0,34.0,28.0,11.0,106.0,AVG,2020,,,,
POLJČANE,47.0,52.0,60.0,24.0,183.0,AVG,2020,,,,
POLZELA,74.0,55.0,77.0,44.0,250.0,AVG,2020,,,,
POSTOJNA,265.0,166.0,174.0,94.0,699.0,AVG,2020,,,,
PREBOLD,61.0,54.0,57.0,39.0,211.0,AVG,2020,,,,
PREDDVOR,23.0,31.0,33.0,26.0,113.0,AVG,2020,,,,
PREVALJE,68.0,81.0,69.0,29.0,247.0,AVG,2020,,,,
PTUJ,213.0,244.0,377.0,204.0,1038.0,AVG,2020,,,,
PUCONCI,152.0,83.0,53.0,35.0,323.0,AVG,2020,,,,
RAČE-FRAM,77.0,85.0,83.0,43.0,288.0,AVG,2020,,,,
RADEČE,51.0,42.0,56.0,25.0,174.0,AVG,2020,,,,
RADENCI,54.0,71.0,59.0,28.0,212.0,AVG,2020,,,,
RADLJE OB DRAVI,53.0,107.0,61.0,38.0,259.0,AVG,2020,,,,
RADOVLJICA,179.0,153.0,213.0,133.0,678.0,AVG,2020,,,,
RAVNE NA KOROŠKEM,99.0,146.0,152.0,71.0,468.0,AVG,2020,,,,
RAZKRIŽJE,17.0,17.0,13.0,4.0,51.0,AVG,2020,,,,
REČICA OB SAVINJI,20.0,23.0,35.0,11.0,89.0,AVG,2020,,,,
RENČE-VOGRSKO,49.0,26.0,25.0,20.0,120.0,AVG,2020,,,,
RIBNICA,93.0,76.0,73.0,53.0,295.0,AVG,2020,,,,
RIBNICA NA POHORJU,14.0,32.0,17.0,3.0,66.0,AVG,2020,,,,
ROGAŠKA SLATINA,175.0,211.0,154.0,88.0,628.0,AVG,2020,,,,
ROGAŠOVCI,113.0,53.0,13.0,13.0,192.0,AVG,2020,,,,
ROGATEC,81.0,75.0,47.0,29.0,232.0,AVG,2020,,,,
RUŠE,100.0,116.0,112.0,58.0,386.0,AVG,2020,,,,
SELNICA OB DRAVI,44.0,53.0,52.0,32.0,181.0,AVG,2020,,,,
SEMIČ,85.0,65.0,47.0,15.0,212.0,AVG,2020,,,,
SEVNICA,174.0,257.0,163.0,113.0,707.0,AVG,2020,,,,
SEŽANA,158.0,123.0,145.0,102.0,528.0,AVG,2020,,,,
SLOVENJ GRADEC,166.0,199.0,188.0,133.0,686.0,AVG,2020,,,,
SLOVENSKA BISTRICA,261.0,251.0,287.0,196.0,995.0,AVG,2020,,,,
SLOVENSKE KONJICE,236.0,255.0,202.0,128.0,821.0,AVG,2020,,,,
SODRAŽICA,12.0,20.0,15.0,11.0,58.0,AVG,2020,,,,
SOLČAVA,0.0,6.0,3.0,2.0,11.0,AVG,2020,,,,
SREDIŠČE OB DRAVI,25.0,18.0,23.0,12.0,78.0,AVG,2020,,,,
STARŠE,34.0,64.0,48.0,26.0,172.0,AVG,2020,,,,
STRAŽA,37.0,33.0,26.0,15.0,111.0,AVG,2020,,,,
SVETA ANA,19.0,23.0,9.0,7.0,58.0,AVG,2020,,,,
SVETA TROJICA V SLOVENSKIH GORICAH,7.0,24.0,19.0,10.0,60.0,AVG,2020,,,,
SVETI ANDRAŽ V SLOV. GORICAH,8.0,9.0,11.0,2.0,30.0,AVG,2020,,,,
SVETI JURIJ OB ŠČAVNICI,28.0,40.0,35.0,17.0,120.0,AVG,2020,,,,
SVETI JURIJ V SLOVENSKIH GORICAH,4.0,14.0,17.0,10.0,45.0,AVG,2020,,,,
SVETI TOMAŽ,21.0,33.0,28.0,13.0,95.0,AVG,2020,,,,
ŠALOVCI,29.0,13.0,13.0,8.0,63.0,AVG,2020,,,,
ŠEMPETER-VRTOJBA,66.0,25.0,55.0,45.0,191.0,AVG,2020,,,,
ŠENČUR,58.0,62.0,87.0,55.0,262.0,AVG,2020,,,,
ŠENTILJ,108.0,109.0,73.0,58.0,348.0,AVG,2020,,,,
ŠENTJERNEJ,139.0,64.0,40.0,27.0,270.0,AVG,2020,,,,
ŠENTJUR,215.0,272.0,232.0,167.0,886.0,AVG,2020,,,,
ŠENTRUPERT,11.0,20.0,18.0,12.0,61.0,AVG,2020,,,,
ŠKOCJAN,97.0,30.0,28.0,11.0,166.0,AVG,2020,,,,
ŠKOFJA LOKA,166.0,143.0,183.0,155.0,647.0,AVG,2020,,,,
ŠKOFLJICA,89.0,88.0,105.0,94.0,376.0,AVG,2020,,,,
ŠMARJE PRI JELŠAH,158.0,161.0,140.0,78.0,537.0,AVG,2020,,,,
ŠMARJEŠKE TOPLICE,26.0,25.0,22.0,22.0,95.0,AVG,2020,,,,
ŠMARTNO OB PAKI,34.0,40.0,46.0,13.0,133.0,AVG,2020,,,,
ŠMARTNO PRI LITIJI,40.0,50.0,48.0,27.0,165.0,AVG,2020,,,,
ŠOŠTANJ,118.0,96.0,87.0,59.0,360.0,AVG,2020,,,,
ŠTORE,51.0,70.0,48.0,26.0,195.0,AVG,2020,,,,
TABOR,17.0,20.0,11.0,13.0,61.0,AVG,2020,,,,
TIŠINA,94.0,68.0,34.0,23.0,219.0,AVG,2020,,,,
TOLMIN,98.0,90.0,91.0,64.0,343.0,AVG,2020,,,,
TRBOVLJE,360.0,278.0,252.0,145.0,1035.0,AVG,2020,,,,
TREBNJE,174.0,92.0,78.0,49.0,393.0,AVG,2020,,,,
TRNOVSKA VAS,8.0,14.0,6.0,7.0,35.0,AVG,2020,,,,
TRZIN,27.0,25.0,34.0,39.0,125.0,AVG,2020,,,,
TRŽIČ,163.0,137.0,156.0,73.0,529.0,AVG,2020,,,,
TURNIŠČE,60.0,56.0,30.0,23.0,169.0,AVG,2020,,,,
VELENJE,456.0,402.0,403.0,265.0,1526.0,AVG,2020,,,,
VELIKA POLANA,20.0,31.0,15.0,5.0,71.0,AVG,2020,,,,
VELIKE LAŠČE,36.0,38.0,39.0,23.0,136.0,AVG,2020,,,,
VERŽEJ,11.0,9.0,12.0,14.0,46.0,AVG,2020,,,,
VIDEM,61.0,77.0,57.0,28.0,223.0,AVG,2020,,,,
VIPAVA,42.0,36.0,37.0,46.0,161.0,AVG,2020,,,,
VITANJE,24.0,22.0,20.0,8.0,74.0,AVG,2020,,,,
VODICE,23.0,39.0,44.0,37.0,143.0,AVG,2020,,,,
VOJNIK,71.0,89.0,98.0,80.0,338.0,AVG,2020,,,,
VRANSKO,24.0,37.0,31.0,18.0,110.0,AVG,2020,,,,
VRHNIKA,171.0,154.0,176.0,114.0,615.0,AVG,2020,,,,
VUZENICA,22.0,36.0,24.0,23.0,105.0,AVG,2020,,,,
ZAGORJE OB SAVI,200.0,168.0,169.0,92.0,629.0,AVG,2020,,,,
ZAVRČ,23.0,22.0,14.0,3.0,62.0,AVG,2020,,,,
ZREČE,97.0,98.0,80.0,42.0,317.0,AVG,2020,,,,
ŽALEC,308.0,296.0,290.0,177.0,1071.0,AVG,2020,,,,
ŽELEZNIKI,37.0,30.0,24.0,18.0,109.0,AVG,2020,,,,
ŽETALE,9.0,9.0,14.0,10.0,42.0,AVG,2020,,,,
ŽIRI,15.0,30.0,31.0,29.0,105.0,AVG,2020,,,,
ŽIROVNICA,19.0,35.0,37.0,29.0,120.0,AVG,2020,,,,
ŽUŽEMBERK,36.0,45.0,28.0,25.0,134.0,AVG,2020,,,,
Občina izven RS,620.0,76.0,62.0,99.0,857.0,AVG,2020,,,,
,,,,,,AVG,2020,,,,
,,,,,88172.0,AVG,2020,,,,
AJDOVŠČINA,190.0,173.0,144.0,111.0,618.0,SEP,2020,,,,
ANKARAN,27.0,29.0,31.0,25.0,112.0,SEP,2020,,,,
APAČE,64.0,51.0,25.0,18.0,158.0,SEP,2020,,,,
BELTINCI,150.0,111.0,91.0,53.0,405.0,SEP,2020,,,,
BENEDIKT,19.0,14.0,19.0,7.0,59.0,SEP,2020,,,,
BISTRICA OB SOTLI,19.0,19.0,13.0,15.0,66.0,SEP,2020,,,,
BLED,37.0,45.0,95.0,65.0,242.0,SEP,2020,,,,
BLOKE,8.0,19.0,20.0,7.0,54.0,SEP,2020,,,,
BOHINJ,30.0,29.0,26.0,21.0,106.0,SEP,2020,,,,
BOROVNICA,52.0,58.0,37.0,35.0,182.0,SEP,2020,,,,
BOVEC,18.0,18.0,12.0,13.0,61.0,SEP,2020,,,,
BRASLOVČE,51.0,51.0,56.0,32.0,190.0,SEP,2020,,,,
BRDA,35.0,21.0,36.0,35.0,127.0,SEP,2020,,,,
BREZOVICA,83.0,116.0,126.0,95.0,420.0,SEP,2020,,,,
BREŽICE,313.0,363.0,309.0,158.0,1143.0,SEP,2020,,,,
CANKOVA,44.0,23.0,22.0,5.0,94.0,SEP,2020,,,,
CELJE,653.0,597.0,680.0,458.0,2388.0,SEP,2020,,,,
CERKLJE NA GORENJSKEM,49.0,39.0,79.0,48.0,215.0,SEP,2020,,,,
CERKNICA,78.0,89.0,97.0,74.0,338.0,SEP,2020,,,,
CERKNO,14.0,18.0,22.0,24.0,78.0,SEP,2020,,,,
CERKVENJAK,18.0,15.0,9.0,5.0,47.0,SEP,2020,,,,
CIRKULANE,32.0,43.0,18.0,7.0,100.0,SEP,2020,,,,
ČRENŠOVCI,119.0,59.0,38.0,18.0,234.0,SEP,2020,,,,
