Urad za delo,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 ali več,Skupaj,month,year,"15-24
let","25-29
let","30-39
let","40-49
let","50-54
let","55 let
ali več"
UD Pesnica,,,,,,,595.0,FEB,2022,52.0,54.0,113.0,138.0,56.0,182.0
UD Ruše,,,,,,,426.0,FEB,2022,53.0,44.0,81.0,87.0,54.0,107.0
UD Slovenska Bistrica,,,,,,,1032.0,FEB,2022,113.0,125.0,211.0,239.0,84.0,260.0
OS Murska Sobota,,,,,,,4341.0,FEB,2022,512.0,393.0,761.0,887.0,512.0,1276.0
UD Gornja Radgona,,,,,,,601.0,FEB,2022,52.0,40.0,123.0,116.0,72.0,198.0
UD Lendava,,,,,,,1023.0,FEB,2022,104.0,89.0,170.0,198.0,133.0,329.0
UD Ljutomer,,,,,,,495.0,FEB,2022,53.0,43.0,76.0,100.0,67.0,156.0
UD Murska Sobota,,,,,,,2222.0,FEB,2022,303.0,221.0,392.0,473.0,240.0,593.0
OS Nova Gorica,,,,,,,2367.0,FEB,2022,161.0,223.0,443.0,503.0,216.0,821.0
UD Ajdovščina,,,,,,,537.0,FEB,2022,52.0,46.0,94.0,109.0,48.0,188.0
UD Idrija,,,,,,,207.0,FEB,2022,21.0,20.0,47.0,41.0,16.0,62.0
UD Nova Gorica,,,,,,,1327.0,FEB,2022,77.0,133.0,258.0,308.0,127.0,424.0
UD Tolmin,,,,,,,296.0,FEB,2022,11.0,24.0,44.0,45.0,25.0,147.0
OS Novo mesto,,,,,,,3197.0,FEB,2022,386.0,282.0,692.0,601.0,301.0,935.0
UD Črnomelj,,,,,,,751.0,FEB,2022,95.0,71.0,156.0,127.0,55.0,247.0
UD Metlika,,,,,,,352.0,FEB,2022,59.0,31.0,66.0,73.0,41.0,82.0
UD Novo mesto,,,,,,,1683.0,FEB,2022,198.0,141.0,383.0,311.0,169.0,481.0
UD Trebnje,,,,,,,411.0,FEB,2022,34.0,39.0,87.0,90.0,36.0,125.0
OS Ptuj,,,,,,,2552.0,FEB,2022,300.0,271.0,448.0,484.0,338.0,711.0
UD Ormož,,,,,,,587.0,FEB,2022,74.0,41.0,81.0,115.0,101.0,175.0
UD Ptuj,,,,,,,1965.0,FEB,2022,226.0,230.0,367.0,369.0,237.0,536.0
OS Sevnica,,,,,,,2811.0,FEB,2022,323.0,219.0,508.0,574.0,299.0,888.0
UD Brežice,,,,,,,921.0,FEB,2022,92.0,72.0,155.0,196.0,103.0,303.0
UD Krško,,,,,,,1302.0,FEB,2022,177.0,94.0,241.0,259.0,131.0,400.0
UD Sevnica,,,,,,,588.0,FEB,2022,54.0,53.0,112.0,119.0,65.0,185.0
OS Trbovlje,,,,,,,2083.0,FEB,2022,193.0,185.0,471.0,462.0,205.0,567.0
UD Hrastnik,,,,,,,389.0,FEB,2022,36.0,30.0,97.0,70.0,49.0,107.0
UD Litija,,,,,,,478.0,FEB,2022,48.0,49.0,105.0,115.0,33.0,128.0
UD Trbovlje,,,,,,,773.0,FEB,2022,66.0,64.0,174.0,187.0,78.0,204.0
UD Zagorje,,,,,,,443.0,FEB,2022,43.0,42.0,95.0,90.0,45.0,128.0
OS Velenje,,,,,,,3905.0,FEB,2022,364.0,350.0,700.0,760.0,405.0,1326.0
UD Dravograd,,,,,,,224.0,FEB,2022,19.0,15.0,41.0,44.0,24.0,81.0
UD Mozirje,,,,,,,387.0,FEB,2022,43.0,39.0,82.0,65.0,36.0,122.0
UD Radlje ob Dravi,,,,,,,494.0,FEB,2022,51.0,33.0,85.0,112.0,74.0,139.0
UD Ravne na Koroškem,,,,,,,636.0,FEB,2022,64.0,73.0,115.0,129.0,76.0,179.0
UD Slovenj Gradec,,,,,,,625.0,FEB,2022,57.0,65.0,98.0,130.0,74.0,201.0
UD Velenje,,,,,,,1539.0,FEB,2022,130.0,125.0,279.0,280.0,121.0,604.0
OS Celje,,,,,,,6613.0,MAR,2022,562.0,538.0,1335.0,1382.0,699.0,2097.0
UD Celje,,,,,,,2064.0,MAR,2022,216.0,171.0,466.0,472.0,200.0,539.0
UD Laško,,,,,,,453.0,MAR,2022,34.0,34.0,87.0,92.0,54.0,152.0
UD Slovenske Konjice,,,,,,,945.0,MAR,2022,75.0,74.0,175.0,173.0,89.0,359.0
UD Šentjur,,,,,,,665.0,MAR,2022,45.0,59.0,134.0,141.0,75.0,211.0
UD Šmarje pri Jelšah,,,,,,,1258.0,MAR,2022,99.0,88.0,221.0,244.0,164.0,442.0
UD Žalec,,,,,,,1228.0,MAR,2022,93.0,112.0,252.0,260.0,117.0,394.0
OS Koper,,,,,,,4305.0,MAR,2022,292.0,385.0,934.0,981.0,453.0,1260.0
UD Ilirska Bistrica,,,,,,,256.0,MAR,2022,18.0,23.0,47.0,56.0,27.0,85.0
UD Izola,,,,,,,447.0,MAR,2022,33.0,31.0,100.0,110.0,47.0,126.0
UD Koper,,,,,,,1845.0,MAR,2022,125.0,176.0,428.0,415.0,200.0,501.0
UD Piran,,,,,,,675.0,MAR,2022,37.0,50.0,148.0,183.0,62.0,195.0
UD Postojna,,,,,,,523.0,MAR,2022,42.0,60.0,104.0,93.0,57.0,167.0
UD Sežana,,,,,,,559.0,MAR,2022,37.0,45.0,107.0,124.0,60.0,186.0
OS Kranj,,,,,,,3764.0,MAR,2022,321.0,375.0,817.0,762.0,333.0,1156.0
UD Jesenice,,,,,,,532.0,MAR,2022,58.0,63.0,118.0,136.0,42.0,115.0
UD Kranj,,,,,,,1781.0,MAR,2022,146.0,174.0,388.0,378.0,157.0,538.0
UD Radovljica,,,,,,,652.0,MAR,2022,49.0,64.0,146.0,110.0,71.0,212.0
UD Škofja Loka,,,,,,,553.0,MAR,2022,45.0,49.0,108.0,89.0,48.0,214.0
UD Tržič,,,,,,,246.0,MAR,2022,23.0,25.0,57.0,49.0,15.0,77.0
OS Ljubljana,,,,,,,17712.0,MAR,2022,1213.0,1844.0,4172.0,4005.0,1702.0,4776.0
UD Cerknica,,,,,,,280.0,MAR,2022,27.0,27.0,61.0,53.0,17.0,95.0
UD Domžale,,,,,,,1496.0,MAR,2022,101.0,134.0,361.0,326.0,174.0,400.0
UD Grosuplje,,,,,,,897.0,MAR,2022,105.0,95.0,217.0,193.0,70.0,217.0
UD Kamnik,,,,,,,776.0,MAR,2022,59.0,69.0,152.0,148.0,84.0,264.0
UD Kočevje,,,,,,,765.0,MAR,2022,107.0,91.0,183.0,179.0,61.0,144.0
UD Ljubljana,,,,,,,12333.0,MAR,2022,694.0,1295.0,2949.0,2864.0,1184.0,3347.0
UD Logatec,,,,,,,274.0,MAR,2022,15.0,37.0,58.0,61.0,27.0,76.0
UD Ribnica,,,,,,,242.0,MAR,2022,48.0,40.0,55.0,41.0,16.0,42.0
UD Vrhnika,,,,,,,649.0,MAR,2022,57.0,56.0,136.0,140.0,69.0,191.0
OS Maribor,,,,,,,8320.0,MAR,2022,764.0,870.0,1778.0,1733.0,846.0,2329.0
UD Lenart,,,,,,,285.0,MAR,2022,40.0,23.0,66.0,44.0,29.0,83.0
UD Maribor,,,,,,,6208.0,MAR,2022,530.0,638.0,1366.0,1287.0,648.0,1739.0
UD Pesnica,,,,,,,540.0,MAR,2022,56.0,49.0,105.0,108.0,52.0,170.0
UD Ruše,,,,,,,384.0,MAR,2022,40.0,47.0,68.0,85.0,46.0,98.0
UD Slovenska Bistrica,,,,,,,903.0,MAR,2022,98.0,113.0,173.0,209.0,71.0,239.0
OS Murska Sobota,,,,,,,3897.0,MAR,2022,462.0,338.0,695.0,758.0,457.0,1187.0
UD Gornja Radgona,,,,,,,534.0,MAR,2022,47.0,36.0,105.0,95.0,67.0,184.0
UD Lendava,,,,,,,945.0,MAR,2022,93.0,78.0,166.0,172.0,121.0,315.0
UD Ljutomer,,,,,,,440.0,MAR,2022,39.0,31.0,75.0,87.0,61.0,147.0
UD Murska Sobota,,,,,,,1978.0,MAR,2022,283.0,193.0,349.0,404.0,208.0,541.0
OS Nova Gorica,,,,,,,2248.0,MAR,2022,140.0,208.0,421.0,475.0,209.0,795.0
UD Ajdovščina,,,,,,,518.0,MAR,2022,46.0,44.0,92.0,105.0,47.0,184.0
UD Idrija,,,,,,,194.0,MAR,2022,19.0,22.0,42.0,43.0,12.0,56.0
UD Nova Gorica,,,,,,,1250.0,MAR,2022,63.0,121.0,243.0,286.0,124.0,413.0
UD Tolmin,,,,,,,286.0,MAR,2022,12.0,21.0,44.0,41.0,26.0,142.0
OS Novo mesto,,,,,,,3043.0,MAR,2022,374.0,275.0,652.0,589.0,270.0,883.0
UD Črnomelj,,,,,,,711.0,MAR,2022,89.0,66.0,147.0,121.0,48.0,240.0
UD Metlika,,,,,,,332.0,MAR,2022,53.0,28.0,62.0,79.0,33.0,77.0
UD Novo mesto,,,,,,,1616.0,MAR,2022,202.0,144.0,366.0,300.0,157.0,447.0
UD Trebnje,,,,,,,384.0,MAR,2022,30.0,37.0,77.0,89.0,32.0,119.0
OS Ptuj,,,,,,,2301.0,MAR,2022,261.0,233.0,386.0,442.0,310.0,669.0
UD Ormož,,,,,,,496.0,MAR,2022,61.0,34.0,62.0,99.0,82.0,158.0
UD Ptuj,,,,,,,1805.0,MAR,2022,200.0,199.0,324.0,343.0,228.0,511.0
OS Sevnica,,,,,,,2705.0,MAR,2022,317.0,216.0,490.0,536.0,296.0,850.0
UD Brežice,,,,,,,907.0,MAR,2022,91.0,74.0,153.0,191.0,103.0,295.0
UD Krško,,,,,,,1270.0,MAR,2022,174.0,93.0,238.0,243.0,134.0,388.0
UD Sevnica,,,,,,,528.0,MAR,2022,52.0,49.0,99.0,102.0,59.0,167.0
OS Trbovlje,,,,,,,1995.0,MAR,2022,194.0,177.0,450.0,440.0,191.0,543.0
UD Hrastnik,,,,,,,370.0,MAR,2022,39.0,29.0,93.0,66.0,45.0,98.0
UD Litija,,,,,,,466.0,MAR,2022,51.0,54.0,102.0,108.0,31.0,120.0
UD Trbovlje,,,,,,,749.0,MAR,2022,63.0,57.0,168.0,183.0,72.0,206.0
UD Zagorje,,,,,,,410.0,MAR,2022,41.0,37.0,87.0,83.0,43.0,119.0
OS Velenje,,,,,,,3631.0,MAR,2022,339.0,327.0,656.0,656.0,380.0,1273.0
UD Dravograd,,,,,,,200.0,MAR,2022,17.0,14.0,38.0,35.0,21.0,75.0
UD Mozirje,,,,,,,376.0,MAR,2022,36.0,37.0,82.0,64.0,33.0,124.0
UD Radlje ob Dravi,,,,,,,441.0,MAR,2022,43.0,34.0,73.0,90.0,68.0,133.0
UD Ravne na Koroškem,,,,,,,581.0,MAR,2022,61.0,70.0,109.0,104.0,67.0,170.0
UD Slovenj Gradec,,,,,,,603.0,MAR,2022,64.0,58.0,92.0,116.0,73.0,200.0
UD Velenje,,,,,,,1430.0,MAR,2022,118.0,114.0,262.0,247.0,118.0,571.0
OS Celje,,,,,,,6393.0,APR,2022,517.0,519.0,1274.0,1337.0,661.0,2085.0
UD Celje,,,,,,,2021.0,APR,2022,196.0,169.0,458.0,463.0,195.0,540.0
UD Laško,,,,,,,439.0,APR,2022,33.0,38.0,86.0,84.0,47.0,151.0
UD Slovenske Konjice,,,,,,,908.0,APR,2022,68.0,69.0,153.0,161.0,89.0,368.0
UD Šentjur,,,,,,,646.0,APR,2022,47.0,60.0,124.0,137.0,69.0,209.0
UD Šmarje pri Jelšah,,,,,,,1199.0,APR,2022,87.0,81.0,209.0,235.0,150.0,437.0
UD Žalec,,,,,,,1180.0,APR,2022,86.0,102.0,244.0,257.0,111.0,380.0
OS Koper,,,,,,,3950.0,APR,2022,277.0,350.0,854.0,906.0,416.0,1147.0
UD Ilirska Bistrica,,,,,,,240.0,APR,2022,19.0,19.0,40.0,56.0,27.0,79.0
UD Izola,,,,,,,391.0,APR,2022,29.0,28.0,90.0,93.0,41.0,110.0
UD Koper,,,,,,,1751.0,APR,2022,122.0,169.0,408.0,397.0,182.0,473.0
UD Piran,,,,,,,573.0,APR,2022,29.0,43.0,125.0,153.0,52.0,171.0
UD Postojna,,,,,,,478.0,APR,2022,44.0,52.0,89.0,88.0,55.0,150.0
UD Sežana,,,,,,,517.0,APR,2022,34.0,39.0,102.0,119.0,59.0,164.0
OS Kranj,,,,,,,3521.0,APR,2022,306.0,327.0,742.0,738.0,307.0,1101.0
UD Jesenice,,,,,,,502.0,APR,2022,51.0,57.0,111.0,135.0,38.0,110.0
UD Kranj,,,,,,,1656.0,APR,2022,143.0,140.0,346.0,370.0,147.0,510.0
UD Radovljica,,,,,,,601.0,APR,2022,45.0,56.0,132.0,106.0,64.0,198.0
UD Škofja Loka,,,,,,,530.0,APR,2022,46.0,50.0,100.0,84.0,43.0,207.0
UD Tržič,,,,,,,232.0,APR,2022,21.0,24.0,53.0,43.0,15.0,76.0
OS Ljubljana,,,,,,,17058.0,APR,2022,1156.0,1760.0,4038.0,3837.0,1637.0,4630.0
UD Cerknica,,,,,,,261.0,APR,2022,24.0,27.0,54.0,47.0,16.0,93.0
UD Domžale,,,,,,,1443.0,APR,2022,94.0,129.0,341.0,326.0,162.0,391.0
UD Grosuplje,,,,,,,852.0,APR,2022,97.0,86.0,221.0,181.0,58.0,209.0
UD Kamnik,,,,,,,752.0,APR,2022,58.0,70.0,145.0,141.0,82.0,256.0
UD Kočevje,,,,,,,748.0,APR,2022,111.0,86.0,186.0,171.0,64.0,130.0
UD Ljubljana,,,,,,,11868.0,APR,2022,658.0,1229.0,2853.0,2735.0,1147.0,3246.0
UD Logatec,,,,,,,275.0,APR,2022,16.0,35.0,60.0,62.0,26.0,76.0
UD Ribnica,,,,,,,245.0,APR,2022,43.0,42.0,54.0,43.0,15.0,48.0
UD Vrhnika,,,,,,,614.0,APR,2022,55.0,56.0,124.0,131.0,67.0,181.0
OS Maribor,,,,,,,8010.0,APR,2022,735.0,852.0,1702.0,1665.0,814.0,2242.0
UD Lenart,,,,,,,267.0,APR,2022,36.0,23.0,64.0,38.0,24.0,82.0
UD Maribor,,,,,,,6014.0,APR,2022,524.0,630.0,1313.0,1250.0,631.0,1666.0
UD Pesnica,,,,,,,519.0,APR,2022,50.0,52.0,97.0,106.0,45.0,169.0
UD Ruše,,,,,,,369.0,APR,2022,36.0,42.0,71.0,78.0,47.0,95.0
UD Slovenska Bistrica,,,,,,,841.0,APR,2022,89.0,105.0,157.0,193.0,67.0,230.0
OS Murska Sobota,,,,,,,3645.0,APR,2022,431.0,330.0,643.0,700.0,427.0,1114.0
UD Gornja Radgona,,,,,,,494.0,APR,2022,40.0,36.0,97.0,85.0,62.0,174.0
UD Lendava,,,,,,,897.0,APR,2022,93.0,76.0,153.0,164.0,117.0,294.0
UD Ljutomer,,,,,,,413.0,APR,2022,35.0,34.0,72.0,78.0,54.0,140.0
UD Murska Sobota,,,,,,,1841.0,APR,2022,263.0,184.0,321.0,373.0,194.0,506.0
OS Nova Gorica,,,,,,,2149.0,APR,2022,126.0,201.0,400.0,467.0,202.0,753.0
UD Ajdovščina,,,,,,,500.0,APR,2022,38.0,42.0,91.0,102.0,45.0,182.0
UD Idrija,,,,,,,189.0,APR,2022,17.0,19.0,41.0,44.0,12.0,56.0
UD Nova Gorica,,,,,,,1197.0,APR,2022,61.0,119.0,224.0,284.0,119.0,390.0
UD Tolmin,,,,,,,263.0,APR,2022,10.0,21.0,44.0,37.0,26.0,125.0
OS Novo mesto,,,,,,,3071.0,APR,2022,374.0,283.0,670.0,588.0,268.0,888.0
UD Črnomelj,,,,,,,722.0,APR,2022,97.0,63.0,151.0,124.0,48.0,239.0
UD Metlika,,,,,,,334.0,APR,2022,47.0,30.0,63.0,81.0,33.0,80.0
UD Novo mesto,,,,,,,1635.0,APR,2022,199.0,154.0,373.0,296.0,157.0,456.0
UD Trebnje,,,,,,,380.0,APR,2022,31.0,36.0,83.0,87.0,30.0,113.0
OS Ptuj,,,,,,,2224.0,APR,2022,237.0,228.0,368.0,421.0,306.0,664.0
UD Ormož,,,,,,,488.0,APR,2022,62.0,32.0,55.0,97.0,81.0,161.0
UD Ptuj,,,,,,,1736.0,APR,2022,175.0,196.0,313.0,324.0,225.0,503.0
OS Sevnica,,,,,,,2605.0,APR,2022,307.0,208.0,457.0,530.0,284.0,819.0
UD Brežice,,,,,,,881.0,APR,2022,88.0,71.0,139.0,190.0,100.0,293.0
UD Krško,,,,,,,1239.0,APR,2022,168.0,90.0,232.0,240.0,131.0,378.0
UD Sevnica,,,,,,,485.0,APR,2022,51.0,47.0,86.0,100.0,53.0,148.0
OS Trbovlje,,,,,,,1925.0,APR,2022,183.0,174.0,427.0,428.0,186.0,527.0
UD Hrastnik,,,,,,,363.0,APR,2022,36.0,31.0,86.0,64.0,46.0,100.0
UD Litija,,,,,,,427.0,APR,2022,40.0,48.0,90.0,107.0,25.0,117.0
UD Trbovlje,,,,,,,733.0,APR,2022,65.0,57.0,164.0,178.0,71.0,198.0
UD Zagorje,,,,,,,402.0,APR,2022,42.0,38.0,87.0,79.0,44.0,112.0
OS Velenje,,,,,,,3530.0,APR,2022,326.0,317.0,641.0,624.0,360.0,1262.0
UD Dravograd,,,,,,,190.0,APR,2022,18.0,18.0,31.0,30.0,17.0,76.0
UD Mozirje,,,,,,,383.0,APR,2022,40.0,36.0,89.0,63.0,30.0,125.0
UD Radlje ob Dravi,,,,,,,428.0,APR,2022,39.0,34.0,69.0,89.0,63.0,134.0
UD Ravne na Koroškem,,,,,,,561.0,APR,2022,58.0,63.0,107.0,97.0,64.0,172.0
UD Slovenj Gradec,,,,,,,585.0,APR,2022,62.0,60.0,90.0,104.0,68.0,201.0
UD Velenje,,,,,,,1383.0,APR,2022,109.0,106.0,255.0,241.0,118.0,554.0
OS Celje,,,,,,,6204.0,MAJ,2022,474.0,507.0,1206.0,1303.0,654.0,2060.0
UD Celje,,,,,,,1969.0,MAJ,2022,177.0,167.0,448.0,459.0,185.0,533.0
UD Laško,,,,,,,433.0,MAJ,2022,31.0,41.0,85.0,76.0,49.0,151.0
UD Slovenske Konjice,,,,,,,896.0,MAJ,2022,64.0,68.0,139.0,161.0,95.0,369.0
UD Šentjur,,,,,,,618.0,MAJ,2022,42.0,58.0,119.0,132.0,72.0,195.0
UD Šmarje pri Jelšah,,,,,,,1158.0,MAJ,2022,78.0,80.0,196.0,231.0,146.0,427.0
UD Žalec,,,,,,,1130.0,MAJ,2022,82.0,93.0,219.0,244.0,107.0,385.0
OS Koper,,,,,,,3757.0,MAJ,2022,240.0,332.0,800.0,882.0,385.0,1118.0
UD Ilirska Bistrica,,,,,,,216.0,MAJ,2022,18.0,15.0,33.0,51.0,26.0,73.0
UD Izola,,,,,,,370.0,MAJ,2022,26.0,27.0,80.0,95.0,38.0,104.0
UD Koper,,,,,,,1676.0,MAJ,2022,98.0,161.0,390.0,389.0,168.0,470.0
UD Piran,,,,,,,537.0,MAJ,2022,27.0,35.0,117.0,142.0,44.0,172.0
UD Postojna,,,,,,,454.0,MAJ,2022,40.0,56.0,82.0,86.0,49.0,141.0
UD Sežana,,,,,,,504.0,MAJ,2022,31.0,38.0,98.0,119.0,60.0,158.0
OS Kranj,,,,,,,3277.0,MAJ,2022,273.0,308.0,682.0,690.0,286.0,1038.0
UD Jesenice,,,,,,,445.0,MAJ,2022,47.0,45.0,98.0,123.0,33.0,99.0
UD Kranj,,,,,,,1556.0,MAJ,2022,128.0,133.0,321.0,346.0,141.0,487.0
UD Radovljica,,,,,,,554.0,MAJ,2022,35.0,60.0,125.0,100.0,58.0,176.0
UD Škofja Loka,,,,,,,492.0,MAJ,2022,39.0,44.0,89.0,79.0,38.0,203.0
UD Tržič,,,,,,,230.0,MAJ,2022,24.0,26.0,49.0,42.0,16.0,73.0
OS Ljubljana,,,,,,,16421.0,MAJ,2022,1083.0,1680.0,3901.0,3697.0,1570.0,4490.0
UD Cerknica,,,,,,,263.0,MAJ,2022,24.0,27.0,54.0,50.0,16.0,92.0
UD Domžale,,,,,,,1387.0,MAJ,2022,90.0,117.0,336.0,312.0,155.0,377.0
UD Grosuplje,,,,,,,781.0,MAJ,2022,92.0,81.0,192.0,161.0,53.0,202.0
UD Kamnik,,,,,,,735.0,MAJ,2022,56.0,62.0,146.0,144.0,75.0,252.0
UD Kočevje,,,,,,,733.0,MAJ,2022,107.0,87.0,196.0,162.0,62.0,119.0
UD Ljubljana,,,,,,,11424.0,MAJ,2022,606.0,1181.0,2734.0,2637.0,1106.0,3160.0
UD Logatec,,,,,,,282.0,MAJ,2022,18.0,34.0,62.0,69.0,28.0,71.0
UD Ribnica,,,,,,,235.0,MAJ,2022,44.0,38.0,56.0,42.0,14.0,41.0
UD Vrhnika,,,,,,,581.0,MAJ,2022,46.0,53.0,125.0,120.0,61.0,176.0
OS Maribor,,,,,,,7741.0,MAJ,2022,691.0,806.0,1666.0,1603.0,781.0,2194.0
UD Lenart,,,,,,,267.0,MAJ,2022,41.0,23.0,57.0,33.0,27.0,86.0
UD Maribor,,,,,,,5820.0,MAJ,2022,495.0,591.0,1287.0,1223.0,609.0,1615.0
UD Pesnica,,,,,,,510.0,MAJ,2022,40.0,50.0,98.0,101.0,45.0,176.0
UD Ruše,,,,,,,341.0,MAJ,2022,33.0,42.0,67.0,70.0,40.0,89.0
UD Slovenska Bistrica,,,,,,,803.0,MAJ,2022,82.0,100.0,157.0,176.0,60.0,228.0
OS Murska Sobota,,,,,,,3503.0,MAJ,2022,409.0,313.0,625.0,658.0,408.0,1090.0
UD Gornja Radgona,,,,,,,496.0,MAJ,2022,43.0,36.0,95.0,86.0,59.0,177.0
UD Lendava,,,,,,,852.0,MAJ,2022,87.0,71.0,132.0,155.0,112.0,295.0
UD Ljutomer,,,,,,,390.0,MAJ,2022,33.0,32.0,75.0,65.0,49.0,136.0
UD Murska Sobota,,,,,,,1765.0,MAJ,2022,246.0,174.0,323.0,352.0,188.0,482.0
OS Nova Gorica,,,,,,,2053.0,MAJ,2022,119.0,187.0,376.0,447.0,205.0,719.0
UD Ajdovščina,,,,,,,497.0,MAJ,2022,36.0,40.0,89.0,107.0,46.0,179.0
UD Idrija,,,,,,,181.0,MAJ,2022,15.0,23.0,35.0,41.0,13.0,54.0
UD Nova Gorica,,,,,,,1138.0,MAJ,2022,59.0,106.0,215.0,269.0,119.0,370.0
UD Tolmin,,,,,,,237.0,MAJ,2022,9.0,18.0,37.0,30.0,27.0,116.0
OS Novo mesto,,,,,,,3001.0,MAJ,2022,359.0,288.0,639.0,577.0,254.0,884.0
UD Črnomelj,,,,,,,695.0,MAJ,2022,94.0,64.0,137.0,122.0,46.0,232.0
UD Metlika,,,,,,,334.0,MAJ,2022,46.0,30.0,62.0,79.0,34.0,83.0
UD Novo mesto,,,,,,,1596.0,MAJ,2022,189.0,157.0,357.0,287.0,147.0,459.0
UD Trebnje,,,,,,,376.0,MAJ,2022,30.0,37.0,83.0,89.0,27.0,110.0
OS Ptuj,,,,,,,2144.0,MAJ,2022,219.0,214.0,373.0,401.0,276.0,661.0
UD Ormož,,,,,,,460.0,MAJ,2022,55.0,31.0,58.0,87.0,72.0,157.0
UD Ptuj,,,,,,,1684.0,MAJ,2022,164.0,183.0,315.0,314.0,204.0,504.0
OS Sevnica,,,,,,,2497.0,MAJ,2022,270.0,198.0,458.0,500.0,269.0,802.0
UD Brežice,,,,,,,851.0,MAJ,2022,79.0,68.0,142.0,170.0,97.0,295.0
UD Krško,,,,,,,1189.0,MAJ,2022,143.0,86.0,230.0,234.0,126.0,370.0
UD Sevnica,,,,,,,457.0,MAJ,2022,48.0,44.0,86.0,96.0,46.0,137.0
OS Trbovlje,,,,,,,1856.0,MAJ,2022,172.0,171.0,404.0,416.0,179.0,514.0
UD Hrastnik,,,,,,,342.0,MAJ,2022,34.0,28.0,78.0,60.0,46.0,96.0
UD Litija,,,,,,,426.0,MAJ,2022,39.0,49.0,89.0,103.0,28.0,118.0
UD Trbovlje,,,,,,,706.0,MAJ,2022,61.0,60.0,150.0,176.0,66.0,193.0
UD Zagorje,,,,,,,382.0,MAJ,2022,38.0,34.0,87.0,77.0,39.0,107.0
OS Velenje,,,,,,,3400.0,MAJ,2022,307.0,302.0,618.0,602.0,334.0,1237.0
UD Dravograd,,,,,,,173.0,MAJ,2022,18.0,14.0,29.0,25.0,15.0,72.0
UD Mozirje,,,,,,,363.0,MAJ,2022,38.0,32.0,83.0,63.0,26.0,121.0
UD Radlje ob Dravi,,,,,,,418.0,MAJ,2022,33.0,35.0,69.0,89.0,59.0,133.0
UD Ravne na Koroškem,,,,,,,539.0,MAJ,2022,52.0,61.0,110.0,91.0,60.0,165.0
UD Slovenj Gradec,,,,,,,570.0,MAJ,2022,52.0,61.0,87.0,104.0,68.0,198.0
UD Velenje,,,,,,,1337.0,MAJ,2022,114.0,99.0,240.0,230.0,106.0,548.0
OS Celje,,,,,,,6008.0,JUN,2022,448.0,495.0,1159.0,1256.0,647.0,2003.0
UD Celje,,,,,,,1877.0,JUN,2022,164.0,159.0,427.0,435.0,183.0,509.0
UD Laško,,,,,,,423.0,JUN,2022,31.0,40.0,85.0,75.0,49.0,143.0
UD Slovenske Konjice,,,,,,,876.0,JUN,2022,60.0,67.0,140.0,156.0,93.0,360.0
UD Šentjur,,,,,,,612.0,JUN,2022,38.0,62.0,113.0,136.0,70.0,193.0
UD Šmarje pri Jelšah,,,,,,,1124.0,JUN,2022,74.0,81.0,187.0,219.0,144.0,419.0
UD Žalec,,,,,,,1096.0,JUN,2022,81.0,86.0,207.0,235.0,108.0,379.0
OS Koper,,,,,,,3538.0,JUN,2022,215.0,316.0,763.0,844.0,357.0,1043.0
UD Ilirska Bistrica,,,,,,,215.0,JUN,2022,17.0,14.0,40.0,48.0,24.0,72.0
UD Izola,,,,,,,340.0,JUN,2022,21.0,29.0,74.0,96.0,32.0,88.0
UD Koper,,,,,,,1591.0,JUN,2022,90.0,152.0,367.0,370.0,160.0,452.0
UD Piran,,,,,,,482.0,JUN,2022,22.0,30.0,106.0,130.0,43.0,151.0
UD Postojna,,,,,,,423.0,JUN,2022,37.0,49.0,82.0,86.0,43.0,126.0
UD Sežana,,,,,,,487.0,JUN,2022,28.0,42.0,94.0,114.0,55.0,154.0
OS Kranj,,,,,,,3176.0,JUN,2022,255.0,292.0,666.0,644.0,283.0,1036.0
UD Jesenice,,,,,,,441.0,JUN,2022,47.0,43.0,92.0,120.0,38.0,101.0
UD Kranj,,,,,,,1511.0,JUN,2022,122.0,129.0,312.0,313.0,148.0,487.0
UD Radovljica,,,,,,,522.0,JUN,2022,30.0,54.0,123.0,90.0,51.0,174.0
UD Škofja Loka,,,,,,,491.0,JUN,2022,34.0,42.0,95.0,84.0,33.0,203.0
UD Tržič,,,,,,,211.0,JUN,2022,22.0,24.0,44.0,37.0,13.0,71.0
OS Ljubljana,,,,,,,15910.0,JUN,2022,1020.0,1617.0,3737.0,3602.0,1531.0,4403.0
UD Cerknica,,,,,,,248.0,JUN,2022,23.0,23.0,54.0,51.0,14.0,83.0
UD Domžale,,,,,,,1345.0,JUN,2022,86.0,119.0,315.0,297.0,148.0,380.0
UD Grosuplje,,,,,,,779.0,JUN,2022,86.0,84.0,192.0,158.0,54.0,205.0
UD Kamnik,,,,,,,694.0,JUN,2022,59.0,58.0,135.0,136.0,70.0,236.0
UD Kočevje,,,,,,,727.0,JUN,2022,107.0,87.0,188.0,158.0,63.0,124.0
UD Ljubljana,,,,,,,11039.0,JUN,2022,556.0,1128.0,2619.0,2568.0,1085.0,3083.0
UD Logatec,,,,,,,289.0,JUN,2022,18.0,32.0,65.0,71.0,24.0,79.0
UD Ribnica,,,,,,,221.0,JUN,2022,41.0,37.0,52.0,36.0,13.0,42.0
UD Vrhnika,,,,,,,568.0,JUN,2022,44.0,49.0,117.0,127.0,60.0,171.0
