Kohezijska / statistična regija,Do 2 meseca,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,"12 do 23
 mesecev","24 do 35
 mesecev",36 mesecev ali več,Skupaj,month,year,"Kohezijska /
statistična regija","do 2
mes.","3-5
mes.","6-8
mes.","9-11
mes.","12-23
mes.","24-35
mes.","36 mes.
ali več"
,,,,,,,,9053.0,OKT,2022,Podravska,2157.0,1063.0,664.0,659.0,1332.0,912.0,2266.0
,,,,,,,,3388.0,OKT,2022,Pomurska,923.0,369.0,210.0,293.0,402.0,220.0,971.0
,,,,,,,,2500.0,OKT,2022,Posavska,494.0,219.0,162.0,146.0,330.0,241.0,908.0
,,,,,,,,986.0,OKT,2022,Primorsko-notranjska,269.0,129.0,68.0,71.0,132.0,83.0,234.0
,,,,,,,,7685.0,OKT,2022,Savinjska,1770.0,957.0,505.0,659.0,1185.0,621.0,1988.0
,,,,,,,,1612.0,OKT,2022,Zasavska,293.0,184.0,117.0,120.0,250.0,175.0,473.0
,,,,,,,,,OKT,2022,,,,,,,,
,,,,,,,,21384.0,OKT,2022,Zahodna Slovenija,4828.0,2663.0,1557.0,1582.0,2993.0,2403.0,5358.0
,,,,,,,,3275.0,OKT,2022,Gorenjska,1017.0,523.0,283.0,314.0,468.0,283.0,387.0
,,,,,,,,1919.0,OKT,2022,Goriška,479.0,241.0,132.0,153.0,269.0,189.0,456.0
,,,,,,,,2816.0,OKT,2022,Obalno-kraška,716.0,397.0,211.0,205.0,411.0,286.0,590.0
,,,,,,,,13374.0,OKT,2022,Osrednjeslovenska,2616.0,1502.0,931.0,910.0,1845.0,1645.0,3925.0
,,,,,,,,,OKT,2022,,,,,,,,
,,,,,,,,654.0,OKT,2022,Občina izven RS,298.0,213.0,49.0,22.0,33.0,16.0,23.0
,,,,,,,,52541.0,NOV,2022,Slovenija,13029.0,5840.0,4118.0,3612.0,7377.0,4858.0,13707.0
,,,,,,,,,NOV,2022,,,,,,,,
,,,,,,,,30667.0,NOV,2022,Vzhodna Slovenija,7517.0,3265.0,2299.0,2194.0,4378.0,2591.0,8423.0
,,,,,,,,3951.0,NOV,2022,Jugovzhodna Slovenija,795.0,376.0,306.0,308.0,542.0,350.0,1274.0
,,,,,,,,1683.0,NOV,2022,Koroška,489.0,169.0,129.0,134.0,267.0,119.0,376.0
,,,,,,,,8964.0,NOV,2022,Podravska,2306.0,994.0,700.0,589.0,1282.0,859.0,2234.0
,,,,,,,,3444.0,NOV,2022,Pomurska,997.0,378.0,214.0,269.0,421.0,205.0,960.0
,,,,,,,,2514.0,NOV,2022,Posavska,527.0,222.0,168.0,133.0,326.0,235.0,903.0
,,,,,,,,981.0,NOV,2022,Primorsko-notranjska,279.0,119.0,87.0,64.0,133.0,78.0,221.0
,,,,,,,,7582.0,NOV,2022,Savinjska,1826.0,866.0,563.0,587.0,1179.0,577.0,1984.0
,,,,,,,,1548.0,NOV,2022,Zasavska,298.0,141.0,132.0,110.0,228.0,168.0,471.0
,,,,,,,,,NOV,2022,,,,,,,,
,,,,,,,,21194.0,NOV,2022,Zahodna Slovenija,5208.0,2385.0,1724.0,1395.0,2966.0,2254.0,5262.0
,,,,,,,,3262.0,NOV,2022,Gorenjska,1064.0,485.0,292.0,282.0,484.0,272.0,383.0
,,,,,,,,1947.0,NOV,2022,Goriška,533.0,229.0,154.0,138.0,269.0,171.0,453.0
,,,,,,,,2886.0,NOV,2022,Obalno-kraška,869.0,346.0,266.0,160.0,414.0,260.0,571.0
,,,,,,,,13099.0,NOV,2022,Osrednjeslovenska,2742.0,1325.0,1012.0,815.0,1799.0,1551.0,3855.0
,,,,,,,,,NOV,2022,,,,,,,,
,,,,,,,,680.0,NOV,2022,Občina izven RS,304.0,190.0,95.0,23.0,33.0,13.0,22.0
,,,,,,,,53181.0,DEC,2022,Slovenija,13360.0,6575.0,4223.0,3662.0,7294.0,4593.0,13474.0
,,,,,,,,,DEC,2022,,,,,,,,
,,,,,,,,31077.0,DEC,2022,Vzhodna Slovenija,7745.0,3745.0,2274.0,2204.0,4342.0,2495.0,8272.0
,,,,,,,,3912.0,DEC,2022,Jugovzhodna Slovenija,713.0,454.0,303.0,321.0,545.0,322.0,1254.0
,,,,,,,,1736.0,DEC,2022,Koroška,506.0,221.0,117.0,130.0,268.0,117.0,377.0
,,,,,,,,9052.0,DEC,2022,Podravska,2426.0,1104.0,668.0,604.0,1244.0,821.0,2185.0
,,,,,,,,3617.0,DEC,2022,Pomurska,1131.0,437.0,233.0,246.0,440.0,201.0,929.0
,,,,,,,,2509.0,DEC,2022,Posavska,486.0,270.0,149.0,168.0,319.0,229.0,888.0
,,,,,,,,990.0,DEC,2022,Primorsko-notranjska,265.0,147.0,86.0,71.0,127.0,75.0,219.0
,,,,,,,,7727.0,DEC,2022,Savinjska,1920.0,957.0,591.0,554.0,1173.0,569.0,1963.0
,,,,,,,,1534.0,DEC,2022,Zasavska,298.0,155.0,127.0,110.0,226.0,161.0,457.0
,,,,,,,,,DEC,2022,,,,,,,,
,,,,,,,,21288.0,DEC,2022,Zahodna Slovenija,5219.0,2662.0,1788.0,1431.0,2920.0,2086.0,5182.0
,,,,,,,,3351.0,DEC,2022,Gorenjska,1127.0,546.0,326.0,275.0,469.0,234.0,374.0
,,,,,,,,1934.0,DEC,2022,Goriška,495.0,261.0,171.0,120.0,278.0,160.0,449.0
,,,,,,,,2960.0,DEC,2022,Obalno-kraška,899.0,395.0,268.0,177.0,407.0,242.0,572.0
,,,,,,,,13043.0,DEC,2022,Osrednjeslovenska,2698.0,1460.0,1023.0,859.0,1766.0,1450.0,3787.0
,,,,,,,,,DEC,2022,,,,,,,,
,,,,,,,,816.0,DEC,2022,Občina izven RS,396.0,168.0,161.0,27.0,32.0,12.0,20.0
,,,,,,,,55386.0,JAN,2023,Slovenija,15023.0,7901.0,4490.0,2740.0,7467.0,4413.0,13352.0
,,,,,,,,,JAN,2023,,,,,,,,
,,,,,,,,32574.0,JAN,2023,Vzhodna Slovenija,8811.0,4621.0,2463.0,1574.0,4491.0,2414.0,8200.0
,,,,,,,,4065.0,JAN,2023,Jugovzhodna Slovenija,866.0,524.0,292.0,226.0,611.0,301.0,1245.0
,,,,,,,,1833.0,JAN,2023,Koroška,586.0,276.0,133.0,74.0,281.0,110.0,373.0
,,,,,,,,9496.0,JAN,2023,Podravska,2748.0,1424.0,720.0,463.0,1235.0,763.0,2143.0
,,,,,,,,3956.0,JAN,2023,Pomurska,1337.0,589.0,267.0,163.0,476.0,203.0,921.0
,,,,,,,,2531.0,JAN,2023,Posavska,493.0,327.0,153.0,137.0,308.0,223.0,890.0
,,,,,,,,1084.0,JAN,2023,Primorsko-notranjska,345.0,167.0,93.0,54.0,135.0,74.0,216.0
,,,,,,,,8051.0,JAN,2023,Savinjska,2113.0,1134.0,679.0,375.0,1201.0,602.0,1947.0
,,,,,,,,1558.0,JAN,2023,Zasavska,323.0,180.0,126.0,82.0,244.0,138.0,465.0
,,,,,,,,,JAN,2023,,,,,,,,
,,,,,,,,21811.0,JAN,2023,Zahodna Slovenija,5652.0,3105.0,1854.0,1130.0,2950.0,1988.0,5132.0
,,,,,,,,3508.0,JAN,2023,Gorenjska,1250.0,632.0,340.0,209.0,488.0,219.0,370.0
,,,,,,,,1971.0,JAN,2023,Goriška,537.0,283.0,179.0,96.0,273.0,157.0,446.0
,,,,,,,,3074.0,JAN,2023,Obalno-kraška,991.0,467.0,261.0,145.0,401.0,248.0,561.0
,,,,,,,,13258.0,JAN,2023,Osrednjeslovenska,2874.0,1723.0,1074.0,680.0,1788.0,1364.0,3755.0
,,,,,,,,,JAN,2023,,,,,,,,
,,,,,,,,1001.0,JAN,2023,Občina izven RS,560.0,175.0,173.0,36.0,26.0,11.0,20.0
,,,,,,,,53404.0,FEB,2023,Slovenija,13147.0,8579.0,4137.0,3122.0,7268.0,4034.0,13117.0
,,,,,,,,,FEB,2023,,,,,,,,
,,,,,,,,31261.0,FEB,2023,Vzhodna Slovenija,7601.0,4958.0,2317.0,1743.0,4354.0,2249.0,8039.0
,,,,,,,,3940.0,FEB,2023,Jugovzhodna Slovenija,756.0,539.0,270.0,238.0,612.0,273.0,1252.0
,,,,,,,,1730.0,FEB,2023,Koroška,497.0,300.0,116.0,97.0,260.0,98.0,362.0
,,,,,,,,9067.0,FEB,2023,Podravska,2373.0,1524.0,713.0,499.0,1178.0,711.0,2069.0
,,,,,,,,3743.0,FEB,2023,Pomurska,1129.0,639.0,260.0,170.0,459.0,188.0,898.0
,,,,,,,,2442.0,FEB,2023,Posavska,395.0,353.0,160.0,132.0,303.0,217.0,882.0
,,,,,,,,1047.0,FEB,2023,Primorsko-notranjska,303.0,171.0,90.0,70.0,132.0,68.0,213.0
,,,,,,,,7776.0,FEB,2023,Savinjska,1832.0,1234.0,612.0,434.0,1180.0,570.0,1914.0
,,,,,,,,1516.0,FEB,2023,Zasavska,316.0,198.0,96.0,103.0,230.0,124.0,449.0
,,,,,,,,,FEB,2023,,,,,,,,
,,,,,,,,21176.0,FEB,2023,Zahodna Slovenija,5040.0,3442.0,1672.0,1299.0,2890.0,1775.0,5058.0
,,,,,,,,3340.0,FEB,2023,Gorenjska,1077.0,668.0,320.0,215.0,505.0,183.0,372.0
,,,,,,,,1936.0,FEB,2023,Goriška,497.0,317.0,163.0,118.0,260.0,140.0,441.0
,,,,,,,,2990.0,FEB,2023,Obalno-kraška,841.0,574.0,235.0,189.0,381.0,222.0,548.0
,,,,,,,,12910.0,FEB,2023,Osrednjeslovenska,2625.0,1883.0,954.0,777.0,1744.0,1230.0,3697.0
,,,,,,,,,FEB,2023,,,,,,,,
,,,,,,,,967.0,FEB,2023,Občina izven RS,506.0,179.0,148.0,80.0,24.0,10.0,20.0
