Urad za delo,Do 2 mesecev,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,12 do 23 mesecev,24 do 35 mesecev,36 mesecev ali več,Skupaj,month,year
UD Dravograd,45.0,28.0,29.0,19.0,44.0,20.0,79.0,264.0,JUN,2019
UD Mozirje,90.0,83.0,57.0,35.0,119.0,38.0,104.0,526.0,JUN,2019
UD Radlje ob Dravi,71.0,74.0,45.0,32.0,89.0,41.0,160.0,512.0,JUN,2019
UD Ravne na Koroškem,133.0,100.0,66.0,56.0,112.0,46.0,194.0,707.0,JUN,2019
UD Slovenj Gradec,129.0,87.0,64.0,48.0,102.0,37.0,149.0,616.0,JUN,2019
UD Velenje,312.0,266.0,158.0,135.0,353.0,127.0,357.0,1708.0,JUN,2019
,,,,,,,,,JUN,2019
,,,,,,,,70747.0,JUN,2019
OS Celje,1323.0,811.0,890.0,617.0,1485.0,624.0,2215.0,7965.0,JUL,2019
UD Celje,505.0,309.0,325.0,222.0,524.0,178.0,546.0,2609.0,JUL,2019
UD Laško,91.0,51.0,66.0,44.0,117.0,46.0,172.0,587.0,JUL,2019
UD Slovenske Konjice,154.0,101.0,111.0,95.0,238.0,103.0,367.0,1169.0,JUL,2019
UD Šentjur,119.0,70.0,75.0,61.0,154.0,67.0,240.0,786.0,JUL,2019
UD Šmarje pri Jelšah,196.0,130.0,153.0,93.0,210.0,93.0,431.0,1306.0,JUL,2019
UD Žalec,258.0,150.0,160.0,102.0,242.0,137.0,459.0,1508.0,JUL,2019
OS Koper,883.0,498.0,507.0,390.0,804.0,352.0,1182.0,4616.0,JUL,2019
UD Ilirska Bistrica,84.0,39.0,37.0,25.0,62.0,32.0,124.0,403.0,JUL,2019
UD Izola,90.0,54.0,41.0,46.0,72.0,38.0,119.0,460.0,JUL,2019
UD Koper,365.0,205.0,213.0,153.0,320.0,132.0,452.0,1840.0,JUL,2019
UD Piran,104.0,74.0,67.0,59.0,109.0,54.0,143.0,610.0,JUL,2019
UD Postojna,111.0,57.0,80.0,56.0,118.0,46.0,200.0,668.0,JUL,2019
UD Sežana,129.0,69.0,69.0,51.0,123.0,50.0,144.0,635.0,JUL,2019
OS Kranj,1026.0,685.0,636.0,399.0,888.0,248.0,677.0,4559.0,JUL,2019
UD Jesenice,117.0,103.0,82.0,60.0,112.0,41.0,88.0,603.0,JUL,2019
UD Kranj,508.0,327.0,318.0,179.0,393.0,108.0,341.0,2174.0,JUL,2019
UD Radovljica,135.0,94.0,94.0,65.0,142.0,39.0,75.0,644.0,JUL,2019
UD Škofja Loka,172.0,111.0,102.0,63.0,165.0,41.0,95.0,749.0,JUL,2019
UD Tržič,94.0,50.0,40.0,32.0,76.0,19.0,78.0,389.0,JUL,2019
OS Ljubljana,3400.0,2176.0,2179.0,1651.0,3996.0,1743.0,5979.0,21124.0,JUL,2019
UD Cerknica,101.0,50.0,38.0,36.0,82.0,29.0,63.0,399.0,JUL,2019
UD Domžale,310.0,179.0,164.0,105.0,296.0,117.0,351.0,1522.0,JUL,2019
UD Grosuplje,221.0,108.0,143.0,104.0,213.0,88.0,353.0,1230.0,JUL,2019
UD Kamnik,201.0,127.0,97.0,66.0,162.0,65.0,231.0,949.0,JUL,2019
UD Kočevje,116.0,90.0,112.0,74.0,182.0,76.0,438.0,1088.0,JUL,2019
UD Ljubljana,2173.0,1450.0,1464.0,1151.0,2819.0,1291.0,4218.0,14566.0,JUL,2019
UD Logatec,71.0,46.0,45.0,28.0,51.0,18.0,75.0,334.0,JUL,2019
UD Ribnica,67.0,30.0,31.0,27.0,54.0,21.0,92.0,322.0,JUL,2019
UD Vrhnika,140.0,96.0,85.0,60.0,137.0,38.0,158.0,714.0,JUL,2019
OS Maribor,1769.0,1057.0,1191.0,875.0,1948.0,913.0,2174.0,9927.0,JUL,2019
UD Lenart,115.0,44.0,68.0,29.0,73.0,23.0,29.0,381.0,JUL,2019
UD Maribor,1178.0,753.0,799.0,662.0,1375.0,679.0,1824.0,7270.0,JUL,2019
UD Pesnica,116.0,72.0,100.0,52.0,140.0,58.0,77.0,615.0,JUL,2019
UD Ruše,118.0,48.0,71.0,44.0,110.0,53.0,96.0,540.0,JUL,2019
UD Slovenska Bistrica,242.0,140.0,153.0,88.0,250.0,100.0,148.0,1121.0,JUL,2019
OS Murska Sobota,812.0,415.0,619.0,387.0,853.0,453.0,1994.0,5533.0,JUL,2019
UD Gornja Radgona,115.0,49.0,96.0,49.0,127.0,82.0,316.0,834.0,JUL,2019
UD Lendava,153.0,73.0,119.0,76.0,172.0,113.0,540.0,1246.0,JUL,2019
UD Ljutomer,115.0,69.0,93.0,42.0,99.0,50.0,179.0,647.0,JUL,2019
UD Murska Sobota,429.0,224.0,311.0,220.0,455.0,208.0,959.0,2806.0,JUL,2019
OS Nova Gorica,548.0,293.0,332.0,260.0,499.0,216.0,624.0,2772.0,JUL,2019
UD Ajdovščina,125.0,64.0,57.0,50.0,108.0,53.0,200.0,657.0,JUL,2019
UD Idrija,54.0,28.0,33.0,31.0,47.0,22.0,45.0,260.0,JUL,2019
UD Nova Gorica,306.0,170.0,206.0,156.0,292.0,119.0,295.0,1544.0,JUL,2019
UD Tolmin,63.0,31.0,36.0,23.0,52.0,22.0,84.0,311.0,JUL,2019
OS Novo mesto,590.0,295.0,329.0,197.0,626.0,227.0,1116.0,3380.0,JUL,2019
UD Črnomelj,121.0,67.0,84.0,51.0,141.0,38.0,355.0,857.0,JUL,2019
UD Metlika,41.0,23.0,35.0,22.0,79.0,37.0,145.0,382.0,JUL,2019
UD Novo mesto,335.0,160.0,163.0,97.0,334.0,122.0,472.0,1683.0,JUL,2019
UD Trebnje,93.0,45.0,47.0,27.0,72.0,30.0,144.0,458.0,JUL,2019
OS Ptuj,496.0,252.0,331.0,239.0,510.0,256.0,383.0,2467.0,JUL,2019
UD Ormož,111.0,41.0,64.0,44.0,111.0,60.0,101.0,532.0,JUL,2019
UD Ptuj,385.0,211.0,267.0,195.0,399.0,196.0,282.0,1935.0,JUL,2019
OS Sevnica,414.0,211.0,279.0,205.0,480.0,208.0,1058.0,2855.0,JUL,2019
UD Brežice,144.0,67.0,98.0,61.0,141.0,78.0,362.0,951.0,JUL,2019
UD Krško,170.0,90.0,102.0,87.0,231.0,100.0,555.0,1335.0,JUL,2019
UD Sevnica,100.0,54.0,79.0,57.0,108.0,30.0,141.0,569.0,JUL,2019
OS Trbovlje,416.0,241.0,276.0,191.0,419.0,190.0,513.0,2246.0,JUL,2019
UD Hrastnik,69.0,52.0,46.0,45.0,71.0,31.0,111.0,425.0,JUL,2019
UD Litija,96.0,47.0,68.0,39.0,94.0,43.0,98.0,485.0,JUL,2019
UD Trbovlje,144.0,87.0,101.0,59.0,158.0,84.0,199.0,832.0,JUL,2019
UD Zagorje,107.0,55.0,61.0,48.0,96.0,32.0,105.0,504.0,JUL,2019
OS Velenje,876.0,521.0,485.0,348.0,836.0,311.0,1029.0,4406.0,JUL,2019
UD Dravograd,38.0,29.0,27.0,21.0,45.0,19.0,78.0,257.0,JUL,2019
UD Mozirje,99.0,60.0,60.0,45.0,110.0,44.0,102.0,520.0,JUL,2019
UD Radlje ob Dravi,82.0,58.0,62.0,31.0,98.0,42.0,159.0,532.0,JUL,2019
UD Ravne na Koroškem,156.0,83.0,71.0,65.0,114.0,46.0,192.0,727.0,JUL,2019
UD Slovenj Gradec,142.0,79.0,68.0,52.0,100.0,38.0,149.0,628.0,JUL,2019
UD Velenje,359.0,212.0,197.0,134.0,369.0,122.0,349.0,1742.0,JUL,2019
,,,,,,,,,JUL,2019
,,,,,,,,71850.0,JUL,2019
OS Celje,1283.0,830.0,864.0,661.0,1419.0,637.0,2214.0,7908.0,AVG,2019
UD Celje,507.0,290.0,316.0,229.0,510.0,184.0,549.0,2585.0,AVG,2019
UD Laško,77.0,58.0,64.0,47.0,114.0,45.0,169.0,574.0,AVG,2019
UD Slovenske Konjice,154.0,112.0,111.0,92.0,226.0,100.0,370.0,1165.0,AVG,2019
UD Šentjur,117.0,75.0,69.0,67.0,141.0,71.0,239.0,779.0,AVG,2019
UD Šmarje pri Jelšah,184.0,128.0,147.0,114.0,200.0,97.0,430.0,1300.0,AVG,2019
UD Žalec,244.0,167.0,157.0,112.0,228.0,140.0,457.0,1505.0,AVG,2019
OS Koper,915.0,494.0,468.0,403.0,818.0,355.0,1177.0,4630.0,AVG,2019
UD Ilirska Bistrica,81.0,36.0,37.0,24.0,64.0,30.0,122.0,394.0,AVG,2019
UD Izola,85.0,58.0,39.0,44.0,71.0,41.0,119.0,457.0,AVG,2019
UD Koper,385.0,215.0,200.0,162.0,321.0,136.0,449.0,1868.0,AVG,2019
UD Piran,110.0,58.0,52.0,68.0,112.0,50.0,143.0,593.0,AVG,2019
UD Postojna,126.0,58.0,70.0,53.0,124.0,46.0,201.0,678.0,AVG,2019
UD Sežana,128.0,69.0,70.0,52.0,126.0,52.0,143.0,640.0,AVG,2019
OS Kranj,1024.0,700.0,591.0,456.0,866.0,262.0,669.0,4568.0,AVG,2019
UD Jesenice,127.0,108.0,75.0,61.0,112.0,44.0,88.0,615.0,AVG,2019
UD Kranj,502.0,334.0,292.0,218.0,383.0,113.0,336.0,2178.0,AVG,2019
UD Radovljica,143.0,95.0,92.0,70.0,150.0,39.0,75.0,664.0,AVG,2019
UD Škofja Loka,170.0,115.0,100.0,67.0,149.0,47.0,95.0,743.0,AVG,2019
UD Tržič,82.0,48.0,32.0,40.0,72.0,19.0,75.0,368.0,AVG,2019
OS Ljubljana,3256.0,2261.0,2044.0,1745.0,3926.0,1761.0,5918.0,20911.0,AVG,2019
UD Cerknica,90.0,58.0,37.0,34.0,82.0,29.0,62.0,392.0,AVG,2019
UD Domžale,308.0,183.0,166.0,116.0,293.0,114.0,346.0,1526.0,AVG,2019
UD Grosuplje,196.0,130.0,134.0,106.0,215.0,89.0,350.0,1220.0,AVG,2019
UD Kamnik,177.0,140.0,95.0,71.0,158.0,66.0,225.0,932.0,AVG,2019
UD Kočevje,116.0,85.0,107.0,78.0,184.0,80.0,431.0,1081.0,AVG,2019
UD Ljubljana,2094.0,1502.0,1344.0,1227.0,2757.0,1302.0,4184.0,14410.0,AVG,2019
UD Logatec,80.0,45.0,45.0,28.0,51.0,18.0,73.0,340.0,AVG,2019
UD Ribnica,61.0,28.0,33.0,26.0,57.0,23.0,92.0,320.0,AVG,2019
UD Vrhnika,134.0,90.0,83.0,59.0,129.0,40.0,155.0,690.0,AVG,2019
OS Maribor,1727.0,1065.0,1112.0,892.0,1947.0,914.0,2178.0,9835.0,AVG,2019
UD Lenart,101.0,56.0,59.0,35.0,70.0,24.0,28.0,373.0,AVG,2019
UD Maribor,1162.0,740.0,754.0,655.0,1380.0,681.0,1838.0,7210.0,AVG,2019
UD Pesnica,121.0,76.0,86.0,56.0,138.0,60.0,75.0,612.0,AVG,2019
UD Ruše,119.0,50.0,62.0,50.0,107.0,50.0,96.0,534.0,AVG,2019
UD Slovenska Bistrica,224.0,143.0,151.0,96.0,252.0,99.0,141.0,1106.0,AVG,2019
OS Murska Sobota,925.0,411.0,554.0,434.0,846.0,444.0,1985.0,5599.0,AVG,2019
UD Gornja Radgona,115.0,39.0,89.0,50.0,126.0,80.0,315.0,814.0,AVG,2019
UD Lendava,171.0,81.0,100.0,89.0,175.0,112.0,538.0,1266.0,AVG,2019
UD Ljutomer,130.0,67.0,86.0,59.0,99.0,45.0,183.0,669.0,AVG,2019
UD Murska Sobota,509.0,224.0,279.0,236.0,446.0,207.0,949.0,2850.0,AVG,2019
OS Nova Gorica,541.0,327.0,293.0,262.0,490.0,224.0,621.0,2758.0,AVG,2019
UD Ajdovščina,117.0,66.0,60.0,44.0,103.0,56.0,200.0,646.0,AVG,2019
UD Idrija,49.0,38.0,22.0,31.0,43.0,22.0,44.0,249.0,AVG,2019
UD Nova Gorica,310.0,184.0,185.0,162.0,295.0,125.0,292.0,1553.0,AVG,2019
UD Tolmin,65.0,39.0,26.0,25.0,49.0,21.0,85.0,310.0,AVG,2019
OS Novo mesto,637.0,313.0,309.0,227.0,601.0,236.0,1110.0,3433.0,AVG,2019
UD Črnomelj,129.0,65.0,79.0,60.0,137.0,44.0,350.0,864.0,AVG,2019
UD Metlika,45.0,19.0,32.0,22.0,73.0,41.0,147.0,379.0,AVG,2019
UD Novo mesto,361.0,176.0,152.0,120.0,316.0,123.0,470.0,1718.0,AVG,2019
UD Trebnje,102.0,53.0,46.0,25.0,75.0,28.0,143.0,472.0,AVG,2019
OS Ptuj,511.0,258.0,279.0,268.0,498.0,255.0,385.0,2454.0,AVG,2019
UD Ormož,113.0,47.0,53.0,44.0,109.0,55.0,100.0,521.0,AVG,2019
UD Ptuj,398.0,211.0,226.0,224.0,389.0,200.0,285.0,1933.0,AVG,2019
OS Sevnica,426.0,222.0,243.0,233.0,475.0,208.0,1061.0,2868.0,AVG,2019
UD Brežice,146.0,72.0,74.0,73.0,144.0,74.0,364.0,947.0,AVG,2019
UD Krško,173.0,96.0,95.0,99.0,217.0,106.0,558.0,1344.0,AVG,2019
UD Sevnica,107.0,54.0,74.0,61.0,114.0,28.0,139.0,577.0,AVG,2019
OS Trbovlje,397.0,240.0,246.0,193.0,433.0,189.0,516.0,2214.0,AVG,2019
UD Hrastnik,61.0,51.0,43.0,46.0,78.0,30.0,110.0,419.0,AVG,2019
UD Litija,98.0,45.0,52.0,48.0,91.0,47.0,98.0,479.0,AVG,2019
UD Trbovlje,133.0,86.0,93.0,62.0,159.0,84.0,201.0,818.0,AVG,2019
UD Zagorje,105.0,58.0,58.0,37.0,105.0,28.0,107.0,498.0,AVG,2019
OS Velenje,802.0,550.0,476.0,389.0,815.0,304.0,1030.0,4366.0,AVG,2019
UD Dravograd,39.0,32.0,22.0,23.0,44.0,21.0,77.0,258.0,AVG,2019
UD Mozirje,90.0,58.0,57.0,54.0,105.0,41.0,104.0,509.0,AVG,2019
UD Radlje ob Dravi,73.0,64.0,55.0,41.0,94.0,45.0,160.0,532.0,AVG,2019
UD Ravne na Koroškem,144.0,96.0,67.0,72.0,115.0,40.0,189.0,723.0,AVG,2019
UD Slovenj Gradec,131.0,91.0,63.0,55.0,99.0,41.0,149.0,629.0,AVG,2019
UD Velenje,325.0,209.0,212.0,144.0,358.0,116.0,351.0,1715.0,AVG,2019
,,,,,,,,,AVG,2019
,,,,,,,,71544.0,AVG,2019
OS Celje,1248.0,825.0,822.0,540.0,1466.0,633.0,2203.0,7737.0,SEP,2019
UD Celje,496.0,274.0,305.0,184.0,522.0,191.0,542.0,2514.0,SEP,2019
UD Laško,67.0,61.0,57.0,40.0,113.0,44.0,166.0,548.0,SEP,2019
UD Slovenske Konjice,152.0,124.0,100.0,69.0,239.0,101.0,367.0,1152.0,SEP,2019
UD Šentjur,112.0,78.0,74.0,44.0,151.0,76.0,235.0,770.0,SEP,2019
UD Šmarje pri Jelšah,199.0,126.0,138.0,106.0,219.0,84.0,437.0,1309.0,SEP,2019
UD Žalec,222.0,162.0,148.0,97.0,222.0,137.0,456.0,1444.0,SEP,2019
OS Koper,858.0,498.0,498.0,332.0,838.0,339.0,1170.0,4533.0,SEP,2019
UD Ilirska Bistrica,66.0,45.0,32.0,25.0,64.0,29.0,121.0,382.0,SEP,2019
UD Izola,100.0,47.0,52.0,34.0,73.0,37.0,120.0,463.0,SEP,2019
UD Koper,344.0,221.0,215.0,126.0,341.0,129.0,447.0,1823.0,SEP,2019
UD Piran,126.0,58.0,59.0,58.0,118.0,52.0,140.0,611.0,SEP,2019
UD Postojna,122.0,56.0,73.0,43.0,127.0,43.0,197.0,661.0,SEP,2019
UD Sežana,100.0,71.0,67.0,46.0,115.0,49.0,145.0,593.0,SEP,2019
OS Kranj,1010.0,667.0,581.0,399.0,901.0,254.0,648.0,4460.0,SEP,2019
UD Jesenice,159.0,85.0,88.0,56.0,116.0,46.0,86.0,636.0,SEP,2019
UD Kranj,459.0,331.0,270.0,199.0,401.0,112.0,334.0,2106.0,SEP,2019
UD Radovljica,160.0,73.0,86.0,60.0,152.0,39.0,77.0,647.0,SEP,2019
UD Škofja Loka,160.0,115.0,98.0,57.0,154.0,40.0,94.0,718.0,SEP,2019
UD Tržič,72.0,63.0,39.0,27.0,78.0,17.0,57.0,353.0,SEP,2019
OS Ljubljana,3238.0,2169.0,2043.0,1465.0,4002.0,1774.0,5858.0,20549.0,SEP,2019
UD Cerknica,89.0,54.0,41.0,27.0,86.0,27.0,57.0,381.0,SEP,2019
UD Domžale,283.0,185.0,168.0,89.0,309.0,117.0,350.0,1501.0,SEP,2019
UD Grosuplje,205.0,110.0,131.0,93.0,213.0,83.0,346.0,1181.0,SEP,2019
UD Kamnik,158.0,113.0,105.0,61.0,150.0,68.0,226.0,881.0,SEP,2019
UD Kočevje,115.0,92.0,112.0,67.0,191.0,80.0,433.0,1090.0,SEP,2019
UD Ljubljana,2129.0,1442.0,1326.0,1035.0,2800.0,1322.0,4123.0,14177.0,SEP,2019
UD Logatec,80.0,37.0,48.0,23.0,52.0,20.0,73.0,333.0,SEP,2019
UD Ribnica,58.0,43.0,32.0,18.0,65.0,23.0,93.0,332.0,SEP,2019
UD Vrhnika,121.0,93.0,80.0,52.0,136.0,34.0,157.0,673.0,SEP,2019
OS Maribor,1610.0,1009.0,1034.0,751.0,2012.0,895.0,2145.0,9456.0,SEP,2019
UD Lenart,78.0,56.0,43.0,38.0,67.0,25.0,27.0,334.0,SEP,2019
UD Maribor,1098.0,687.0,722.0,516.0,1452.0,667.0,1810.0,6952.0,SEP,2019
UD Pesnica,109.0,67.0,81.0,61.0,143.0,60.0,76.0,597.0,SEP,2019
UD Ruše,109.0,62.0,51.0,41.0,112.0,43.0,95.0,513.0,SEP,2019
UD Slovenska Bistrica,216.0,137.0,137.0,95.0,238.0,100.0,137.0,1060.0,SEP,2019
OS Murska Sobota,882.0,423.0,514.0,367.0,876.0,437.0,1956.0,5455.0,SEP,2019
UD Gornja Radgona,105.0,45.0,70.0,48.0,127.0,77.0,308.0,780.0,SEP,2019
UD Lendava,167.0,79.0,101.0,74.0,180.0,107.0,535.0,1243.0,SEP,2019
UD Ljutomer,112.0,64.0,83.0,51.0,105.0,45.0,179.0,639.0,SEP,2019
UD Murska Sobota,498.0,235.0,260.0,194.0,464.0,208.0,934.0,2793.0,SEP,2019
OS Nova Gorica,520.0,306.0,309.0,194.0,522.0,209.0,608.0,2668.0,SEP,2019
UD Ajdovščina,106.0,65.0,64.0,32.0,105.0,52.0,198.0,622.0,SEP,2019
UD Idrija,57.0,29.0,23.0,20.0,54.0,17.0,40.0,240.0,SEP,2019
UD Nova Gorica,285.0,184.0,195.0,125.0,312.0,124.0,287.0,1512.0,SEP,2019
UD Tolmin,72.0,28.0,27.0,17.0,51.0,16.0,83.0,294.0,SEP,2019
OS Novo mesto,599.0,312.0,323.0,191.0,600.0,238.0,1110.0,3373.0,SEP,2019
UD Črnomelj,118.0,72.0,73.0,60.0,137.0,43.0,348.0,851.0,SEP,2019
UD Metlika,56.0,16.0,34.0,19.0,73.0,41.0,148.0,387.0,SEP,2019
UD Novo mesto,338.0,176.0,164.0,90.0,316.0,122.0,474.0,1680.0,SEP,2019
UD Trebnje,87.0,48.0,52.0,22.0,74.0,32.0,140.0,455.0,SEP,2019
OS Ptuj,520.0,253.0,259.0,212.0,511.0,250.0,392.0,2397.0,SEP,2019
UD Ormož,108.0,44.0,46.0,40.0,109.0,55.0,101.0,503.0,SEP,2019
UD Ptuj,412.0,209.0,213.0,172.0,402.0,195.0,291.0,1894.0,SEP,2019
OS Sevnica,393.0,248.0,237.0,196.0,495.0,211.0,1061.0,2841.0,SEP,2019
UD Brežice,142.0,83.0,71.0,74.0,134.0,74.0,363.0,941.0,SEP,2019
UD Krško,167.0,103.0,97.0,69.0,234.0,108.0,558.0,1336.0,SEP,2019
UD Sevnica,84.0,62.0,69.0,53.0,127.0,29.0,140.0,564.0,SEP,2019
OS Trbovlje,378.0,230.0,245.0,158.0,443.0,185.0,518.0,2157.0,SEP,2019
UD Hrastnik,52.0,49.0,50.0,31.0,89.0,31.0,109.0,411.0,SEP,2019
UD Litija,98.0,47.0,42.0,47.0,91.0,43.0,98.0,466.0,SEP,2019
UD Trbovlje,123.0,77.0,94.0,51.0,165.0,80.0,205.0,795.0,SEP,2019
UD Zagorje,105.0,57.0,59.0,29.0,98.0,31.0,106.0,485.0,SEP,2019
OS Velenje,757.0,537.0,443.0,311.0,827.0,305.0,1028.0,4208.0,SEP,2019
UD Dravograd,48.0,28.0,16.0,21.0,46.0,18.0,77.0,254.0,SEP,2019
UD Mozirje,88.0,73.0,55.0,43.0,104.0,39.0,103.0,505.0,SEP,2019
UD Radlje ob Dravi,79.0,46.0,59.0,34.0,92.0,42.0,158.0,510.0,SEP,2019
UD Ravne na Koroškem,137.0,95.0,67.0,49.0,131.0,41.0,187.0,707.0,SEP,2019
UD Slovenj Gradec,114.0,96.0,58.0,47.0,104.0,42.0,151.0,612.0,SEP,2019
UD Velenje,291.0,199.0,188.0,117.0,350.0,123.0,352.0,1620.0,SEP,2019
,,,,,,,,,SEP,2019
,,,,,,,,69834.0,SEP,2019
OS Celje,1654.0,825.0,570.0,696.0,1437.0,647.0,2178.0,8007.0,OKT,2019
UD Celje,626.0,295.0,198.0,240.0,507.0,187.0,531.0,2584.0,OKT,2019
UD Laško,91.0,59.0,42.0,51.0,110.0,45.0,165.0,563.0,OKT,2019
UD Slovenske Konjice,223.0,105.0,83.0,94.0,234.0,103.0,364.0,1206.0,OKT,2019
UD Šentjur,167.0,71.0,49.0,59.0,149.0,77.0,232.0,804.0,OKT,2019
UD Šmarje pri Jelšah,262.0,128.0,95.0,131.0,228.0,86.0,434.0,1364.0,OKT,2019
UD Žalec,285.0,167.0,103.0,121.0,209.0,149.0,452.0,1486.0,OKT,2019
OS Koper,1133.0,521.0,341.0,391.0,839.0,347.0,1115.0,4687.0,OKT,2019
UD Ilirska Bistrica,88.0,42.0,23.0,26.0,64.0,32.0,115.0,390.0,OKT,2019
UD Izola,129.0,45.0,30.0,32.0,73.0,40.0,111.0,460.0,OKT,2019
UD Koper,447.0,239.0,151.0,160.0,339.0,135.0,418.0,1889.0,OKT,2019
UD Piran,169.0,63.0,45.0,56.0,119.0,54.0,137.0,643.0,OKT,2019
UD Postojna,181.0,57.0,41.0,65.0,124.0,40.0,191.0,699.0,OKT,2019
UD Sežana,119.0,75.0,51.0,52.0,120.0,46.0,143.0,606.0,OKT,2019
OS Kranj,1478.0,590.0,457.0,481.0,869.0,272.0,616.0,4763.0,OKT,2019
UD Jesenice,214.0,66.0,64.0,62.0,110.0,44.0,75.0,635.0,OKT,2019
UD Kranj,699.0,308.0,226.0,239.0,388.0,122.0,322.0,2304.0,OKT,2019
UD Radovljica,246.0,71.0,55.0,72.0,155.0,45.0,75.0,719.0,OKT,2019
UD Škofja Loka,211.0,94.0,76.0,75.0,144.0,41.0,92.0,733.0,OKT,2019
UD Tržič,108.0,51.0,36.0,33.0,72.0,20.0,52.0,372.0,OKT,2019
OS Ljubljana,4215.0,2100.0,1553.0,1640.0,3935.0,1816.0,5834.0,21093.0,OKT,2019
UD Cerknica,100.0,57.0,33.0,29.0,86.0,25.0,56.0,386.0,OKT,2019
UD Domžale,369.0,166.0,125.0,134.0,291.0,123.0,352.0,1560.0,OKT,2019
UD Grosuplje,255.0,124.0,77.0,107.0,221.0,86.0,339.0,1209.0,OKT,2019
UD Kamnik,246.0,102.0,78.0,66.0,155.0,63.0,228.0,938.0,OKT,2019
UD Kočevje,146.0,79.0,75.0,89.0,189.0,84.0,430.0,1092.0,OKT,2019
UD Ljubljana,2768.0,1411.0,1050.0,1098.0,2744.0,1360.0,4118.0,14549.0,OKT,2019
UD Logatec,85.0,47.0,34.0,34.0,51.0,21.0,72.0,344.0,OKT,2019
UD Ribnica,76.0,38.0,24.0,24.0,65.0,19.0,91.0,337.0,OKT,2019
UD Vrhnika,170.0,76.0,57.0,59.0,133.0,35.0,148.0,678.0,OKT,2019
OS Maribor,2209.0,1040.0,704.0,866.0,1967.0,906.0,2136.0,9828.0,OKT,2019
UD Lenart,118.0,54.0,27.0,43.0,64.0,24.0,26.0,356.0,OKT,2019
UD Maribor,1483.0,718.0,505.0,581.0,1430.0,673.0,1795.0,7185.0,OKT,2019
UD Pesnica,130.0,77.0,45.0,78.0,130.0,64.0,78.0,602.0,OKT,2019
UD Ruše,166.0,63.0,30.0,51.0,107.0,42.0,93.0,552.0,OKT,2019
UD Slovenska Bistrica,312.0,128.0,97.0,113.0,236.0,103.0,144.0,1133.0,OKT,2019
OS Murska Sobota,1150.0,530.0,287.0,493.0,864.0,449.0,1916.0,5689.0,OKT,2019
UD Gornja Radgona,177.0,48.0,29.0,77.0,117.0,75.0,294.0,817.0,OKT,2019
UD Lendava,218.0,111.0,51.0,98.0,170.0,102.0,531.0,1281.0,OKT,2019
UD Ljutomer,177.0,73.0,50.0,75.0,98.0,50.0,173.0,696.0,OKT,2019
UD Murska Sobota,578.0,298.0,157.0,243.0,479.0,222.0,918.0,2895.0,OKT,2019
OS Nova Gorica,665.0,303.0,194.0,240.0,523.0,202.0,610.0,2737.0,OKT,2019
UD Ajdovščina,139.0,67.0,45.0,34.0,99.0,46.0,202.0,632.0,OKT,2019
UD Idrija,89.0,30.0,16.0,23.0,53.0,16.0,39.0,266.0,OKT,2019
UD Nova Gorica,351.0,177.0,116.0,161.0,319.0,124.0,285.0,1533.0,OKT,2019
UD Tolmin,86.0,29.0,17.0,22.0,52.0,16.0,84.0,306.0,OKT,2019
OS Novo mesto,704.0,343.0,219.0,268.0,574.0,238.0,1104.0,3450.0,OKT,2019
UD Črnomelj,131.0,69.0,49.0,67.0,140.0,46.0,342.0,844.0,OKT,2019
UD Metlika,62.0,26.0,19.0,30.0,69.0,41.0,152.0,399.0,OKT,2019
UD Novo mesto,407.0,201.0,110.0,138.0,292.0,118.0,473.0,1739.0,OKT,2019
UD Trebnje,104.0,47.0,41.0,33.0,73.0,33.0,137.0,468.0,OKT,2019
OS Ptuj,751.0,297.0,170.0,250.0,487.0,264.0,403.0,2622.0,OKT,2019
UD Ormož,192.0,65.0,27.0,45.0,96.0,56.0,103.0,584.0,OKT,2019
UD Ptuj,559.0,232.0,143.0,205.0,391.0,208.0,300.0,2038.0,OKT,2019
OS Sevnica,508.0,249.0,157.0,227.0,477.0,212.0,1074.0,2904.0,OKT,2019
UD Brežice,184.0,88.0,48.0,80.0,130.0,73.0,370.0,973.0,OKT,2019
UD Krško,201.0,103.0,67.0,85.0,221.0,112.0,559.0,1348.0,OKT,2019
UD Sevnica,123.0,58.0,42.0,62.0,126.0,27.0,145.0,583.0,OKT,2019
OS Trbovlje,458.0,248.0,172.0,200.0,432.0,188.0,515.0,2213.0,OKT,2019
UD Hrastnik,77.0,47.0,39.0,35.0,82.0,31.0,110.0,421.0,OKT,2019
UD Litija,119.0,59.0,31.0,49.0,93.0,43.0,97.0,491.0,OKT,2019
UD Trbovlje,140.0,84.0,64.0,73.0,163.0,83.0,205.0,812.0,OKT,2019
UD Zagorje,122.0,58.0,38.0,43.0,94.0,31.0,103.0,489.0,OKT,2019
OS Velenje,1087.0,510.0,323.0,364.0,795.0,327.0,1017.0,4423.0,OKT,2019
UD Dravograd,78.0,24.0,14.0,20.0,45.0,19.0,76.0,276.0,OKT,2019
UD Mozirje,138.0,63.0,39.0,44.0,107.0,37.0,104.0,532.0,OKT,2019
UD Radlje ob Dravi,138.0,43.0,39.0,47.0,86.0,46.0,155.0,554.0,OKT,2019
UD Ravne na Koroškem,202.0,95.0,55.0,56.0,129.0,47.0,187.0,771.0,OKT,2019
UD Slovenj Gradec,162.0,83.0,43.0,50.0,105.0,46.0,151.0,640.0,OKT,2019
