Občina,Do 2 mesecev,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,12 do 23 mesecev,24 do 35 mesecev,36 mesecev ali več,Skupaj,month,year
ŠKOCJAN,42.0,14.0,12.0,4.0,25.0,11.0,40.0,148.0,JAN,2020
ŠKOFJA LOKA,196.0,62.0,39.0,35.0,100.0,24.0,57.0,513.0,JAN,2020
ŠKOFLJICA,66.0,56.0,25.0,10.0,59.0,23.0,66.0,305.0,JAN,2020
ŠMARJE PRI JELŠAH,111.0,54.0,33.0,24.0,84.0,30.0,135.0,471.0,JAN,2020
ŠMARJEŠKE TOPLICE,16.0,10.0,9.0,4.0,15.0,2.0,12.0,68.0,JAN,2020
ŠMARTNO OB PAKI,49.0,20.0,16.0,10.0,18.0,2.0,17.0,132.0,JAN,2020
ŠMARTNO PRI LITIJI,31.0,10.0,12.0,9.0,29.0,12.0,29.0,132.0,JAN,2020
ŠOŠTANJ,125.0,58.0,28.0,20.0,55.0,20.0,50.0,356.0,JAN,2020
ŠTORE,58.0,23.0,14.0,4.0,28.0,12.0,34.0,173.0,JAN,2020
TABOR,10.0,14.0,4.0,1.0,8.0,6.0,14.0,57.0,JAN,2020
TIŠINA,89.0,36.0,25.0,8.0,50.0,10.0,69.0,287.0,JAN,2020
TOLMIN,115.0,34.0,18.0,10.0,36.0,15.0,63.0,291.0,JAN,2020
TRBOVLJE,205.0,107.0,72.0,53.0,177.0,94.0,216.0,924.0,JAN,2020
TREBNJE,93.0,43.0,23.0,22.0,53.0,28.0,102.0,364.0,JAN,2020
TRNOVSKA VAS,21.0,4.0,6.0,1.0,6.0,2.0,4.0,44.0,JAN,2020
TRZIN,16.0,16.0,9.0,9.0,25.0,9.0,20.0,104.0,JAN,2020
TRŽIČ,151.0,74.0,26.0,22.0,74.0,28.0,34.0,409.0,JAN,2020
TURNIŠČE,41.0,33.0,10.0,2.0,20.0,6.0,67.0,179.0,JAN,2020
VELENJE,465.0,190.0,102.0,78.0,252.0,118.0,282.0,1487.0,JAN,2020
VELIKA POLANA,24.0,12.0,6.0,1.0,8.0,0.0,24.0,75.0,JAN,2020
VELIKE LAŠČE,28.0,11.0,8.0,9.0,30.0,10.0,20.0,116.0,JAN,2020
VERŽEJ,19.0,6.0,4.0,3.0,8.0,3.0,2.0,45.0,JAN,2020
VIDEM,53.0,36.0,12.0,7.0,29.0,20.0,28.0,185.0,JAN,2020
VIPAVA,40.0,30.0,8.0,4.0,16.0,13.0,35.0,146.0,JAN,2020
VITANJE,13.0,5.0,5.0,4.0,24.0,5.0,21.0,77.0,JAN,2020
VODICE,22.0,19.0,9.0,6.0,25.0,9.0,34.0,124.0,JAN,2020
VOJNIK,78.0,47.0,24.0,21.0,62.0,23.0,41.0,296.0,JAN,2020
VRANSKO,25.0,13.0,3.0,6.0,14.0,7.0,22.0,90.0,JAN,2020
